value,date,brand
1.4900626343583354,03/12/2020,Converse
3.704354297190718,10/19/2016,adidas
-0.9677671717836642,04/13/2020,Nike
1.3977670387391075,11/24/2017,Nike
2.979756901099201,01/09/2020,Nike
1.7903635909203888,03/23/2017,adidas
4.062750222350858,07/25/2017,Nike
1.2045536026318362,05/01/2019,New Balance
-2.0599117354759584,10/01/2019,Nike
0.09461672006701835,10/01/2018,Nike
3.6789705039571063,07/16/2020,Nike
-0.5670507596276063,05/21/2016,Jordan
1.8246065456827356,01/01/2015,adidas
0.703719690561736,03/01/2019,Nike
1.8010911412766144,12/28/2017,Nike
-8.186650727181812,05/01/2018,Jordan
-1.1775691775890968,09/22/2016,Jordan
-7.504294622644921,05/15/2019,Nike
-6.754837993315683,08/08/2015,Nike
4.457264844472081,04/01/2019,Jordan
-1.2761200249468476,01/01/2019,Vans
-8.327807945383112,05/24/2019,Nike
-1.508561000547668,01/01/2019,Vans
-3.0720872555100858,09/21/2019,adidas
1.251117410792871,11/29/2014,Jordan
4.109211545401651,01/18/2020,Nike
-3.5647650121618266,02/18/2017,Nike
4.29519899596441,06/30/2020,Nike
4.19209178443095,01/01/2018,adidas
0.3555562501482982,07/20/2019,adidas
-2.2396292816061116,10/22/2018,New Balance
0.3527727505154609,01/01/2020,Nike
-3.0630553866562242,07/11/2015,Nike
0.1901593225252682,07/01/2018,Jordan
-0.5288322676443007,11/11/2017,Nike
-0.8675990097361291,10/11/2019,adidas
-7.467550184689139,04/22/2007,Jordan
-1.7766945278908453,09/15/2018,Nike
-3.6598038517465437,09/09/2019,Nike
-0.9463455618391454,01/01/2018,Nike
-3.831368508622558,02/23/2012,Jordan
3.317450288292496,02/05/2018,Nike
-1.1521725602512307,02/16/2019,Vans
-6.30556278919326,04/01/2014,Nike
11.102339769997332,09/21/2017,Nike
0.3483358484786422,10/20/2019,Nike
1.1431512685407739,04/21/2018,Jordan
-1.3554027748109962,05/18/2018,Nike
-5.793455115039815,05/16/2016,adidas
3.9153561433378004,02/10/2019,Nike
0.7015384797786746,09/06/2018,adidas
2.1416225182255344,07/19/2018,Nike
-1.673730625439408,04/17/2020,Vans
-0.5957313056402083,07/06/2018,Nike
2.140363392061816,11/01/2019,Nike
-4.453753112861856,05/01/2016,Jordan
1.1419599860505676,03/06/2018,adidas
-2.8541495203663034,04/12/2018,New Balance
3.4645266762149753,02/02/2018,Nike
2.8169356494086037,06/24/2016,Converse
1.1407688751201623,11/01/2011,Jordan
-1.301102137219492,02/01/2020,Vans
-0.4643559563097817,05/07/2016,Vans
0.4968743775794195,11/01/2018,Nike
-1.4007350627748067,03/06/2014,Vans
-4.709612920054448,09/15/2016,Nike
-4.966149323505874,04/20/2019,Nike
-9.396710108874814,05/20/2017,Jordan
-3.948823560344026,07/08/2017,Vans
6.224246418048834,02/15/2018,Reebok
2.3254476588507402,09/30/2017,adidas
-4.876431568982708,11/01/2018,Nike
-3.2172191832505805,06/28/2015,adidas
-8.7796447707637,09/08/2017,Jordan
0.037044563572058785,04/06/2012,Nike
-6.6446961738479375,07/11/2020,Jordan
-6.876976043249357,06/21/2013,Nike
-1.147670619237483,06/25/2020,New Balance
-5.587704500421497,01/01/2006,Nike
-1.732026276118061,11/03/2017,adidas
1.7722127908466685,05/02/2014,Nike
-3.67969135856453,03/14/2020,Nike
-0.7671998272717167,12/22/2017,adidas
6.102348615663414,07/14/2017,Nike
0.12256212734123627,01/23/2016,Nike
-3.535590948701043,01/04/2019,Nike
-2.8644875259111084,11/01/2019,Nike
3.549504143094274,08/18/2016,adidas
0.25659751759625016,09/08/2018,adidas
-3.5394380711764097,04/09/2016,Nike
-2.599075292893878,01/01/2014,Nike
3.6865121721633574,02/07/2020,Nike
9.278533759771785,04/01/2018,Nike
-2.8246507769390163,01/01/2005,Nike
4.880857829439362,12/05/2019,Nike
1.0380839267370638,12/26/2016,Nike
-0.9501930151224096,02/09/2018,Jordan
3.7513971391250065,02/28/2019,Nike
-0.9174060340996549,01/01/2017,Vans
2.172664925625648,06/27/2018,adidas
3.1779061157584874,06/02/2007,Jordan
-1.2968997596930907,03/01/2019,Vans
-1.1894193497743246,08/21/2019,adidas
-1.8164663393840637,03/01/2019,Vans
-2.4101660291703793,12/16/2017,adidas
-3.9058867736783753,06/14/2014,Nike
2.002008671511929,05/05/2016,Nike
-6.359842251565014,06/19/2019,Jordan
-1.5142842897973634,07/29/2017,Vans
1.4681113705400772,01/01/1993,Jordan
-1.7500313003987242,08/01/2018,Nike
-5.261309313269507,04/06/2018,Nike
-3.341115339265817,08/11/2018,Nike
-5.976233332741888,01/01/2004,Nike
12.480937421429322,12/01/2019,Nike
-5.663947981797038,01/01/2002,Nike
0.6901292948842473,06/03/2016,Jordan
5.413376227240287,06/16/2020,Nike
-5.307043904493808,02/01/2019,Nike
-5.69145828760939,04/01/2015,Nike
-7.859256698104928,12/21/2018,Nike
-2.485914559830473,04/15/2016,New Balance
5.216575036940962,11/02/2019,Converse
0.5969756728736627,01/25/2019,adidas
-7.043339409273416,05/17/2020,Jordan
-4.315962996632121,07/12/2019,Nike
0.3671475886402412,02/16/2019,Jordan
5.22124641386093,07/20/2019,Converse
3.0099620555638222,06/29/2019,Nike
1.1952379192341152,02/14/2018,adidas
-1.0643764336984205,08/01/2018,Nike
0.6286224242463214,03/19/2020,adidas
-2.126523641804521,07/01/2020,adidas
6.433857233235701,03/27/2010,Jordan
-2.491857568221648,06/21/2014,Nike
3.573515373190972,04/01/2018,adidas
0.923419191389821,07/30/2020,Nike
3.8538244678513456,05/23/2019,Jordan
2.642607313834096,01/24/2019,adidas
-6.5314249179691615,11/01/2006,Nike
2.090755593837893,10/06/2017,adidas
6.106667680194489,08/12/2019,Nike
1.6528992664631692,01/26/2017,adidas
-1.1149087445618975,09/03/2016,Jordan
-0.6317403775502068,10/07/2016,Vans
-1.9316573046872179,01/10/2019,Nike
0.5304151169308251,11/07/2019,Jordan
0.1758742564676692,12/01/2019,Nike
1.5795215277813937,11/19/2009,Nike
-0.3952638348269127,12/14/2015,adidas
5.165376145303842,03/30/2019,Nike
-6.610966648932832,01/01/2008,Nike
1.7720434060899135,12/05/2016,adidas
-7.313609129047771,06/01/2019,Jordan
1.0227950447682224,10/14/2015,New Balance
0.5365544408970626,09/15/2017,adidas
1.167743314489432,01/25/2018,adidas
2.738175712542378,09/20/2018,adidas
0.2562791380551084,04/25/2018,Nike
-3.9450979738010705,04/21/2020,adidas
4.686535795395636,12/18/2010,Nike
-2.569775500971418,01/01/2010,Nike
4.757222413465577,02/16/2015,adidas
1.1529143184385036,07/13/2019,adidas
1.8537080187141912,11/24/2017,adidas
0.25770007586118465,11/02/2019,adidas
-4.0557063663395825,07/02/2020,Jordan
-0.03713982299639744,06/30/2007,Jordan
-4.503503788871544,02/17/2011,Nike
-0.17147286883833682,06/06/2019,adidas
-4.4511798071670485,10/12/2017,Nike
1.7254759506339925,11/30/2019,Vans
1.3052600766387776,12/04/2015,Jordan
2.155176231131614,05/02/2019,Nike
-1.1416064283629161,02/21/2020,Nike
4.503140322690062,10/06/2007,Jordan
3.9043870914867456,10/01/2018,Nike
0.660283880089112,02/16/2018,Jordan
0.8153898593355301,03/01/2019,adidas
-3.730333622164139,04/16/2018,Nike
-1.339577593044394,01/12/2018,Vans
0.6455463254629468,05/19/2017,Nike
-5.3398373370145436,08/01/2019,Nike
-2.603928036996464,03/26/2012,Nike
0.37276721635533794,12/07/2018,Jordan
-2.255177514030456,12/14/2019,Nike
2.855100935986751,06/01/2019,adidas
2.7495686085868427,01/01/2015,Nike
0.3891299487865264,05/19/2017,Nike
-1.4379215058623276,11/02/2017,Nike
4.146642219961011,06/05/2020,Nike
-6.565082717263029,01/17/2019,Jordan
1.814806726309109,06/16/2007,Jordan
-4.2106318493318895,07/21/2018,Nike
3.854639306189804,01/01/2020,adidas
2.4320094945739767,06/08/2016,Nike
-3.036944192661703,01/01/2019,adidas
1.536896705003244,02/22/2019,Nike
-1.1747568786237106,09/06/2019,Nike
0.7862183393173833,09/22/2012,New Balance
2.2587974890959726,11/07/2019,Reebok
1.9007514395074074,02/10/2015,Nike
7.614069606571836,09/08/2017,Nike
1.0381234533073584,02/21/2019,adidas
-1.4862059560399516,12/26/2018,adidas
-3.65037922306116,05/11/2018,Nike
3.740752949780701,08/16/2019,Nike
0.2618459266723329,01/23/2017,adidas
9.111414371774497,01/01/2005,Nike
3.1966057349511026,08/15/2016,Nike
-2.136137210063134,10/05/2018,Vans
2.999167809236318,07/23/2020,Nike
4.166613579793624,03/23/2018,Reebok
3.8810942296164486,11/30/2017,adidas
2.527584789305549,06/01/2019,Nike
-2.483280490280965,01/01/2019,Vans
5.748756809710189,03/16/2018,Jordan
2.423500006214878,09/25/2019,Jordan
-0.006048182445103307,01/23/2016,adidas
5.75926204275316,06/01/2018,adidas
2.959312652646684,01/01/2014,Jordan
-1.847189530716941,11/15/2018,Nike
-2.5294168134394606,07/29/2016,Reebok
12.471549403948261,11/01/2017,Nike
0.9768705914187236,12/10/2016,Jordan
-4.232969648986885,08/29/2014,Reebok
8.413630073667905,03/20/2009,Nike
0.8356701181119712,01/01/2018,Jordan
-1.187876270849433,11/14/2015,Reebok
6.5998958972282615,06/21/2008,Jordan
-3.4183547626167545,09/30/2018,adidas
-6.410644433647556,03/01/2003,Nike
-6.377453154412784,02/09/2013,Jordan
-7.439831047985787,01/01/2012,Nike
0.8064526583592336,07/01/2017,Nike
11.088261328656976,11/21/2018,Nike
-3.4661548537844915,11/03/2012,Nike
4.9802094043453,04/30/2020,Nike
0.660147436057292,10/08/2018,Jordan
-0.048546502826385944,10/11/2019,Jordan
0.4257400318599451,11/14/2018,adidas
0.9002076944713318,11/01/2018,Nike
-1.3656917216457778,04/11/2019,Vans
12.468101711999179,01/01/2018,Nike
8.530351331407909,01/01/2005,Nike
0.30972408922330635,04/12/2014,Jordan
-8.598767836939546,09/20/2019,Nike
-1.2583270432297768,05/23/2020,Nike
-1.854155123366231,05/17/2018,Nike
2.055192676338601,02/23/2018,Jordan
-8.239832797797963,11/28/2016,Jordan
-4.974862954858128,01/13/2016,Nike
-8.808997282659796,08/09/2018,Nike
-4.89299262853807,04/27/2013,Nike
3.173343388817016,01/01/2017,adidas
-8.376673492052573,09/22/2018,Jordan
-0.9304027069688737,01/25/2020,adidas
-0.8465217967007479,12/14/2018,Nike
0.3228003038500885,08/24/2013,adidas
3.9335614746679677,07/28/2019,Nike
-7.134078371823716,09/01/2004,Nike
-3.259693547744836,03/15/2014,Reebok
2.164465010335476,12/01/2018,Nike
1.2990393683819044,12/08/2018,adidas
-5.085912530584875,06/16/2018,Nike
2.8055618736632018,03/26/2020,adidas
-0.24012476046570685,11/22/2019,Nike
3.1907640722481543,03/30/2015,Nike
-2.8546341351744706,01/01/2017,New Balance
-2.104983487525009,11/15/2019,New Balance
1.0734474226016448,01/01/2017,Nike
-3.51177656709749,11/24/2006,Reebok
3.3596340149357777,06/01/2006,Nike
7.775125338240822,02/27/2016,Nike
2.986563552202671,03/26/2017,Nike
-2.80192581415585,03/27/2020,Converse
-2.4416745344887936,02/12/2011,Nike
6.0590161740113215,05/03/2019,Nike
-3.6557806522687772,01/01/2019,Vans
10.377073569597474,02/01/2018,Nike
5.8437660703451995,04/30/2016,Jordan
2.3434803320027027,11/11/2016,Nike
1.3168771199731215,04/16/2020,New Balance
0.2979442866045805,06/01/2019,Nike
0.22995756119385907,12/19/2015,Jordan
0.19993507382039363,10/14/2017,adidas
4.7958646279923025,02/01/2019,adidas
1.0499186946907397,10/04/2018,adidas
-1.2467925666439852,01/01/2018,Nike
0.2314451480076427,01/16/2010,Nike
3.0145696568903673,07/01/2017,Nike
-6.833213217120247,05/21/2020,Nike
-2.0776877413916544,01/01/2019,adidas
-2.135988516849075,12/28/2018,Vans
1.846801497499606,11/15/2017,adidas
8.775454196114676,05/01/2019,Nike
-5.089675351729716,06/10/2017,Nike
1.2036701145125057,04/06/2019,Converse
-7.262747218632858,10/12/2017,Nike
2.516513092211356,08/05/2017,adidas
-1.7487957520523463,06/02/2017,Vans
-2.930492228682072,08/01/2018,Nike
1.7686915286941827,02/17/2017,adidas
4.572610749277487,06/29/2019,Reebok
0.06290266363031918,04/20/2019,adidas
-4.943025356440415,08/30/2019,Nike
2.0529222247819154,05/12/2016,Jordan
5.0479251748748055,04/28/2017,Nike
-8.762085079633161,01/01/2016,Nike
8.296534343380477,09/01/2019,Nike
4.13115247332735,09/16/2019,Nike
1.0921138644816348,02/16/2020,Nike
6.203158320629253,12/01/2018,adidas
2.231928080588967,12/07/2017,adidas
3.184516353768799,01/01/2018,adidas
-3.879040187476723,07/02/2016,Jordan
1.6550214662246794,09/29/2001,Jordan
2.0649867492213057,06/22/2019,Nike
9.24294577389202,05/13/2019,Nike
-0.07319090754554036,04/04/2014,Nike
-0.3240874797326534,01/01/2017,Nike
-4.332311069636808,03/09/2018,Jordan
-1.5375273316971998,11/16/2019,Vans
1.4036376418403134,12/24/2005,Jordan
1.1886654261427667,04/21/2012,Jordan
1.0704275130796268,01/18/2009,Nike
-1.262452049735704,10/13/2018,Nike
-3.9425734523006484,02/14/2013,Nike
3.9555020440880413,03/23/2019,Nike
2.261754978977327,07/31/2019,Jordan
0.8293900182472068,11/04/2017,Jordan
0.5287710044765916,01/19/2013,Jordan
6.380314607788695,09/01/1999,Jordan
1.6972838214577486,07/25/2015,Jordan
-2.055183893167086,03/03/2016,Vans
-3.791943146220256,06/07/2013,Nike
-7.218126566822997,11/10/2007,Nike
-3.0428446972521814,06/29/2019,Nike
1.04744301303789,06/18/2014,New Balance
-3.1350777347882373,01/01/2019,Nike
-4.884644868055567,07/06/2019,New Balance
-3.9719701494744855,02/16/2018,Reebok
10.846600391609847,05/10/2019,Nike
-4.146829677477062,12/01/2017,Nike
2.2666524751365693,10/01/2019,Nike
-3.815782507288962,01/01/2014,Nike
-3.62008071216529,11/04/2014,Nike
5.282706849787442,06/20/2019,adidas
-0.5065668811017418,09/10/2016,Vans
2.943895731283486,01/01/2008,Nike
3.6278945210084026,01/01/2018,Nike
-3.187338018001786,12/08/2007,Nike
-4.764284209710545,04/09/2015,Nike
-6.443248061692913,05/11/2019,Jordan
4.066973918667304,02/28/2019,Nike
-5.494727302207045,03/18/2006,Nike
-5.306262110213753,07/01/2019,Nike
0.4415705276689465,07/15/2017,Jordan
3.2771232926223903,03/05/2020,Nike
-1.595299256273423,10/05/2018,Vans
-2.561102885916272,01/01/2019,New Balance
3.000193669927658,10/06/2016,adidas
5.937693961491348,06/11/2016,Jordan
4.038967220310599,06/08/2020,adidas
0.8018906086735961,07/01/2019,Nike
3.8697806947789424,09/19/2019,adidas
1.8907338278299222,07/03/2020,Nike
-1.483067008292017,04/01/2015,Nike
-3.7316556260677913,01/01/2016,Nike
-5.3285963760640795,03/20/2018,Nike
-1.1382818292808936,11/21/2015,Nike
0.2726500727667151,11/15/2018,Nike
-0.8930235826639124,08/01/2019,New Balance
3.775050945169536,08/03/2017,Nike
-7.527479180130088,04/01/2015,Nike
2.979334177637513,12/02/2019,adidas
-3.54297543409794,11/07/2015,Nike
0.9619845772688983,01/01/2019,adidas
-2.67065399726468,02/09/2019,Nike
0.022300754662703575,09/20/2019,adidas
6.506280490327039,06/02/1999,Jordan
0.3345338661656502,11/22/2015,adidas
-4.505871931171027,06/06/2017,adidas
2.1712101556949244,10/18/2008,adidas
-0.32318594414344426,11/20/2019,New Balance
-4.403390915612698,02/15/2020,Jordan
