pca,x,y,modelId
0.03232150178641448,4.7175965,4.968076,9c2afd90-d32f-4cde-88b6-c49aa9bf0d91
-1.0851834419939737,2.0600584,4.8887105,50124125-1815-4699-acd2-09bcb3e701d8
1.0694533834032107,8.855245,5.87736,8a3ac22b-d02e-4d5b-a854-bc77fbbaacc2
-3.3820150325971543,5.781654,9.317455,6dd83bd1-a507-42cd-8764-2c5c1169d263
-0.7070816032461222,5.234063,6.052989,896338d6-5592-47e2-86f7-e93f06b63411
0.28038171164075065,-0.1764252,2.2437139,760c5def-2e31-4653-916d-0dd3b2707690
-6.857771898451802,0.6325139,10.628891,86210f15-d607-43e3-9aa5-69c8c01d095d
0.927193592745943,8.3429985,5.780287,a7fafce9-9dd4-4520-bd82-89575c05378f
11.15916992325125,14.336995,-2.6624088,fe14295f-2548-4d61-9991-03d9620b3748
2.5855266075996735,6.354761,2.9320893,15d0fb96-fd13-46b5-834f-0dcc160cc648
10.496282500788,14.141028,-2.0192614,ca272f2e-f049-4c08-b172-dd5e765b97d1
-4.407138072393577,6.1275635,10.636534,dd32afd9-0765-427f-899a-086a17580f13
-3.951278335028586,2.820723,8.473439,b5973df4-391a-43de-ba49-e80794369d8c
0.32750328661244793,2.3342314,3.4463644,da4b9b90-0b9c-48f9-813d-c624287b935a
0.6172949448809125,7.3032374,5.6068816,df1aea30-1f68-4570-85bc-ccfa11c43082
-4.009495982685985,6.140791,10.19857,582010eb-f4c6-4e90-bece-7394e845636a
3.507754999672736,2.889843,0.1685387,975b5690-f3f6-4996-a69a-9ee2a8188e39
3.6586832773416176,1.6061807,-0.6420385,e310bc6a-dbf4-4b1e-bf7b-61ba3286e8aa
11.047794004941032,14.608172,-2.4022975,de0d910c-338b-4293-839a-93d3271069b4
0.48099297964985205,0.9862129,2.6007452,97aab19a-9c37-4375-95a2-5a44ec83d163
3.6947009097179984,7.3159704,2.1726005,ecc94ddf-6b99-41dd-9495-44925cffb0a3
8.69937820421928,5.5376725,-4.311957,c84a88ef-628b-4762-b106-7c1762295039
-1.6392208995988014,4.8974338,6.926838,d9f369f9-7014-48b0-938a-d6209cd4b7ca
10.498328477282922,13.781394,-2.2013667,9a90b312-250b-46e8-aa57-3e086dcede43
0.1694023500752518,2.3850372,3.6485298,73c9eebd-f403-41c7-8421-10f022b422bc
3.327395544419305,5.810574,1.8305591,85fc03d5-9a77-4656-9d32-83dbbb6e48d0
-1.7624401154743168,1.6135849,5.4226694,ddb4e2fe-7518-471f-9de7-00582ab2883c
-1.0138958854387445,2.4013538,4.979657,ee1d1362-60da-4036-a836-d106d800ae03
-1.4815694494450926,6.655808,7.6297693,8461c03c-8e19-44e3-b47e-cee4e45a3a6f
0.8097196996440247,3.8505783,3.6654065,1c6b0017-b830-4e86-8b57-f5038d0ddbca
2.9803008314424857,5.2261972,1.9264334,7a9f7fc0-7b59-4e1a-b6cd-99fcea9c1324
0.013719730192683436,2.1150756,3.687607,c4f6af87-a891-4741-b6dc-ae3cf76ef2fa
2.4214072397095316,3.961849,1.919119,c6b2819b-efcd-49fe-950f-1ab218922c85
1.2013083193753165,3.7370274,3.170821,4a00c266-1f63-4f45-a028-6b59106d7848
5.347581779011768,5.5715165,-0.54760915,b4fe9717-5e1f-4b1e-92ad-cc4a5b32c958
4.435437292331059,7.3437705,1.3583314,0427467f-6caa-4e9a-9690-72aa70dc7e58
3.195633934108635,15.949947,7.047583,bafa44ae-e499-48d0-8142-834370dd2015
