,pca,year,brand
290,-4.960663820758511,2018,Nike
291,-1.2341966614076496,2020,Nike
292,4.605632496940634,2013,Jordan
293,5.574159705801254,2019,Jordan
294,4.311040379667855,2009,Nike
296,1.1250356411156546,2016,Nike
297,0.5647535885064529,2019,Converse
298,3.641888999246578,2020,Nike
299,-1.7568351245249194,2019,Vans
300,3.7369696328603363,2017,Reebok
301,-2.553087805571545,2016,Nike
302,1.7356864128380225,2017,adidas
303,-4.78380786849978,2013,Nike
304,-4.073970247354704,2019,adidas
305,-0.08689899599939807,2018,Nike
306,2.308973184773527,2018,adidas
307,-0.5240639274040443,2017,New Balance
308,12.427826485437516,2012,Nike
310,-7.504492451387879,2005,Nike
311,-0.4212844787860007,2016,adidas
312,1.969387041431023,2017,adidas
314,-6.483962127818523,2009,Nike
315,-2.6308491988940568,2017,Converse
316,6.568062746375206,2006,Jordan
317,-3.77019635062018,2016,Nike
318,-4.523423092063145,2012,adidas
319,-3.6491026158450017,2019,Nike
320,-0.8832332993820518,2020,New Balance
321,0.2808146605076435,2010,Jordan
322,-5.302455424403265,2018,Nike
323,1.995050747848522,2018,Nike
324,-2.2071402237780737,2016,Nike
325,-7.454420654629058,2009,Nike
327,6.683987709598523,2018,Jordan
329,2.008084670656764,2008,Jordan
330,0.6777014863774459,2018,Reebok
331,12.398743288025825,2012,Nike
332,-2.771948000503257,2017,Nike
333,6.623343368678607,2013,Jordan
334,-3.6630177122318743,2015,Nike
335,1.4900626343583354,2020,Converse
336,3.704354297190718,2016,adidas
337,-0.9677671717836642,2020,Nike
339,1.3977670387391075,2017,Nike
340,2.979756901099201,2020,Nike
341,1.7903635909203888,2017,adidas
342,4.062750222350858,2017,Nike
344,1.2045536026318362,2019,New Balance
345,-2.0599117354759584,2019,Nike
346,0.09461672006701835,2018,Nike
347,3.6789705039571063,2020,Nike
349,-0.5670507596276063,2016,Jordan
350,1.8246065456827356,2015,adidas
351,0.703719690561736,2019,Nike
352,1.8010911412766144,2017,Nike
354,-8.186650727181812,2018,Jordan
355,-1.1775691775890968,2016,Jordan
356,-7.504294622644921,2019,Nike
358,-6.754837993315683,2015,Nike
359,4.457264844472081,2019,Jordan
360,-1.2761200249468476,2019,Vans
361,-8.327807945383112,2019,Nike
362,-1.508561000547668,2019,Vans
363,-3.0720872555100858,2019,adidas
364,1.251117410792871,2014,Jordan
365,4.109211545401651,2020,Nike
366,-3.5647650121618266,2017,Nike
367,4.29519899596441,2020,Nike
368,4.19209178443095,2018,adidas
369,0.3555562501482982,2019,adidas
370,-2.2396292816061116,2018,New Balance
371,0.3527727505154609,2020,Nike
372,-3.0630553866562242,2015,Nike
373,0.1901593225252682,2018,Jordan
374,-0.5288322676443007,2017,Nike
375,-0.8675990097361291,2019,adidas
376,-7.467550184689139,2007,Jordan
377,-1.7766945278908453,2018,Nike
378,-3.6598038517465437,2019,Nike
379,-0.9463455618391454,2018,Nike
380,-3.831368508622558,2012,Jordan
381,3.317450288292496,2018,Nike
382,-1.1521725602512307,2019,Vans
383,-6.30556278919326,2014,Nike
384,11.102339769997332,2017,Nike
385,0.3483358484786422,2019,Nike
386,1.1431512685407739,2018,Jordan
387,-1.3554027748109962,2018,Nike
388,-5.793455115039815,2016,adidas
389,3.9153561433378004,2019,Nike
390,0.7015384797786746,2018,adidas
391,2.1416225182255344,2018,Nike
392,-1.673730625439408,2020,Vans
393,-0.5957313056402083,2018,Nike
394,2.140363392061816,2019,Nike
395,-4.453753112861856,2016,Jordan
396,1.1419599860505676,2018,adidas
397,-2.8541495203663034,2018,New Balance
398,3.4645266762149753,2018,Nike
399,2.8169356494086037,2016,Converse
400,1.1407688751201623,2011,Jordan
401,-1.301102137219492,2020,Vans
402,-0.4643559563097817,2016,Vans
403,0.4968743775794195,2018,Nike
404,-1.4007350627748067,2014,Vans
405,-4.709612920054448,2016,Nike
406,-4.966149323505874,2019,Nike
407,-9.396710108874814,2017,Jordan
408,-3.948823560344026,2017,Vans
409,6.224246418048834,2018,Reebok
410,2.3254476588507402,2017,adidas
411,-4.876431568982708,2018,Nike
412,-3.2172191832505805,2015,adidas
413,-8.7796447707637,2017,Jordan
414,0.037044563572058785,2012,Nike
416,-6.6446961738479375,2020,Jordan
418,-6.876976043249357,2013,Nike
419,-1.147670619237483,2020,New Balance
420,-5.587704500421497,2006,Nike
421,-1.732026276118061,2017,adidas
422,1.7722127908466685,2014,Nike
423,-3.67969135856453,2020,Nike
424,-0.7671998272717167,2017,adidas
425,6.102348615663414,2017,Nike
426,0.12256212734123627,2016,Nike
427,-3.535590948701043,2019,Nike
428,-2.8644875259111084,2019,Nike
429,3.549504143094274,2016,adidas
430,0.25659751759625016,2018,adidas
431,-3.5394380711764097,2016,Nike
432,-2.599075292893878,2014,Nike
433,3.6865121721633574,2020,Nike
434,9.278533759771785,2018,Nike
435,-2.8246507769390163,2005,Nike
436,4.880857829439362,2019,Nike
437,1.0380839267370638,2016,Nike
438,-0.9501930151224096,2018,Jordan
439,3.7513971391250065,2019,Nike
440,-0.9174060340996549,2017,Vans
441,2.172664925625648,2018,adidas
442,3.1779061157584874,2007,Jordan
444,-1.2968997596930907,2019,Vans
445,-1.1894193497743246,2019,adidas
446,-1.8164663393840637,2019,Vans
447,-2.4101660291703793,2017,adidas
448,-3.9058867736783753,2014,Nike
449,2.002008671511929,2016,Nike
450,-6.359842251565014,2019,Jordan
452,-1.5142842897973634,2017,Vans
453,1.4681113705400772,1999,Jordan
454,-1.7500313003987242,2018,Nike
455,-5.261309313269507,2018,Nike
456,-3.341115339265817,2018,Nike
457,-5.976233332741888,2004,Nike
458,12.480937421429322,2019,Nike
459,-5.663947981797038,2002,Nike
460,0.6901292948842473,2016,Jordan
461,5.413376227240287,2020,Nike
462,-5.307043904493808,2019,Nike
464,-5.69145828760939,2015,Nike
465,-7.859256698104928,2018,Nike
466,-2.485914559830473,2016,New Balance
467,5.216575036940962,2019,Converse
468,0.5969756728736627,2019,adidas
469,-7.043339409273416,2020,Jordan
471,-4.315962996632121,2019,Nike
472,0.3671475886402412,2019,Jordan
473,5.22124641386093,2019,Converse
474,3.0099620555638222,2019,Nike
475,1.1952379192341152,2018,adidas
476,-1.0643764336984205,2018,Nike
478,0.6286224242463214,2020,adidas
479,-2.126523641804521,2020,adidas
480,6.433857233235701,2010,Jordan
481,-2.491857568221648,2014,Nike
482,3.573515373190972,2018,adidas
483,0.923419191389821,2020,Nike
484,3.8538244678513456,2019,Jordan
487,2.642607313834096,2019,adidas
488,-6.5314249179691615,2006,Nike
489,2.090755593837893,2017,adidas
490,6.106667680194489,2019,Nike
491,1.6528992664631692,2017,adidas
492,-1.1149087445618975,2016,Jordan
493,-0.6317403775502068,2016,Vans
494,-1.9316573046872179,2019,Nike
495,0.5304151169308251,2019,Jordan
497,0.1758742564676692,2019,Nike
498,1.5795215277813937,2009,Nike
499,-0.3952638348269127,2015,adidas
500,5.165376145303842,2019,Nike
501,-6.610966648932832,2008,Nike
502,1.7720434060899135,2016,adidas
503,-7.313609129047771,2019,Jordan
504,1.0227950447682224,2015,New Balance
505,0.5365544408970626,2017,adidas
507,1.167743314489432,2018,adidas
508,2.738175712542378,2018,adidas
509,0.2562791380551084,2018,Nike
510,-3.9450979738010705,2020,adidas
511,4.686535795395636,2010,Nike
512,-2.569775500971418,2010,Nike
513,4.757222413465577,2015,adidas
514,1.1529143184385036,2019,adidas
515,1.8537080187141912,2017,adidas
516,0.25770007586118465,2019,adidas
517,-4.0557063663395825,2020,Jordan
518,-0.03713982299639744,2007,Jordan
519,-4.503503788871544,2011,Nike
520,-0.17147286883833682,2019,adidas
521,-4.4511798071670485,2017,Nike
522,1.7254759506339925,2019,Vans
523,1.3052600766387776,2015,Jordan
525,2.155176231131614,2019,Nike
526,-1.1416064283629161,2020,Nike
527,4.503140322690062,2007,Jordan
528,3.9043870914867456,2018,Nike
529,0.660283880089112,2018,Jordan
530,0.8153898593355301,2019,adidas
531,-3.730333622164139,2018,Nike
532,-1.339577593044394,2018,Vans
533,0.6455463254629468,2017,Nike
534,-5.3398373370145436,2019,Nike
535,-2.603928036996464,2012,Nike
536,0.37276721635533794,2018,Jordan
537,-2.255177514030456,2019,Nike
538,2.855100935986751,2019,adidas
539,2.7495686085868427,2015,Nike
540,0.3891299487865264,2017,Nike
541,-1.4379215058623276,2017,Nike
542,4.146642219961011,2020,Nike
543,-6.565082717263029,2019,Jordan
544,1.814806726309109,2007,Jordan
545,-4.2106318493318895,2018,Nike
546,3.854639306189804,2020,adidas
547,2.4320094945739767,2016,Nike
548,-3.036944192661703,2019,adidas
549,1.536896705003244,2019,Nike
550,-1.1747568786237106,2019,Nike
551,0.7862183393173833,2012,New Balance
552,2.2587974890959726,2019,Reebok
553,1.9007514395074074,2015,Nike
554,7.614069606571836,2017,Nike
556,1.0381234533073584,2019,adidas
557,-1.4862059560399516,2018,adidas
558,-3.65037922306116,2018,Nike
559,3.740752949780701,2019,Nike
560,0.2618459266723329,2017,adidas
561,9.111414371774497,2005,Nike
562,3.1966057349511026,2016,Nike
563,-2.136137210063134,2018,Vans
564,2.999167809236318,2020,Nike
566,4.166613579793624,2018,Reebok
567,3.8810942296164486,2017,adidas
568,2.527584789305549,2019,Nike
569,-2.483280490280965,2019,Vans
570,5.748756809710189,2018,Jordan
571,2.423500006214878,2019,Jordan
572,-0.006048182445103307,2016,adidas
573,5.75926204275316,2018,adidas
574,2.959312652646684,2014,Jordan
575,-1.847189530716941,2018,Nike
576,-2.5294168134394606,2016,Reebok
577,12.471549403948261,2017,Nike
578,0.9768705914187236,2016,Jordan
579,-4.232969648986885,2014,Reebok
581,8.413630073667905,2009,Nike
582,0.8356701181119712,2018,Jordan
583,-1.187876270849433,2015,Reebok
584,6.5998958972282615,2008,Jordan
585,-3.4183547626167545,2018,adidas
586,-6.410644433647556,2003,Nike
587,-6.377453154412784,2013,Jordan
588,-7.439831047985787,2012,Nike
589,0.8064526583592336,2017,Nike
590,11.088261328656976,2018,Nike
591,-3.4661548537844915,2012,Nike
592,4.9802094043453,2020,Nike
593,0.660147436057292,2018,Jordan
594,-0.048546502826385944,2019,Jordan
596,0.4257400318599451,2018,adidas
597,0.9002076944713318,2018,Nike
598,-1.3656917216457778,2019,Vans
599,12.468101711999179,2018,Nike
600,8.530351331407909,2005,Nike
601,0.30972408922330635,2014,Jordan
602,-8.598767836939546,2019,Nike
603,-1.2583270432297768,2020,Nike
604,-1.854155123366231,2018,Nike
605,2.055192676338601,2018,Jordan
606,-8.239832797797963,2016,Jordan
607,-4.974862954858128,2016,Nike
608,-8.808997282659796,2018,Nike
609,-4.89299262853807,2013,Nike
611,3.173343388817016,2017,adidas
612,-8.376673492052573,2018,Jordan
613,-0.9304027069688737,2020,adidas
614,-0.8465217967007479,2018,Nike
615,0.3228003038500885,2013,adidas
617,3.9335614746679677,2019,Nike
618,-7.134078371823716,2004,Nike
620,-3.259693547744836,2014,Reebok
621,2.164465010335476,2018,Nike
622,1.2990393683819044,2018,adidas
624,-5.085912530584875,2018,Nike
625,2.8055618736632018,2020,adidas
627,-0.24012476046570685,2019,Nike
628,3.1907640722481543,2015,Nike
629,-2.8546341351744706,2017,New Balance
630,-2.104983487525009,2019,New Balance
631,1.0734474226016448,2017,Nike
632,-3.51177656709749,2006,Reebok
633,3.3596340149357777,2006,Nike
634,7.775125338240822,2016,Nike
635,2.986563552202671,2017,Nike
636,-2.80192581415585,2020,Converse
637,-2.4416745344887936,2011,Nike
638,6.0590161740113215,2019,Nike
639,-3.6557806522687772,2019,Vans
640,10.377073569597474,2018,Nike
641,5.8437660703451995,2016,Jordan
642,2.3434803320027027,2016,Nike
643,1.3168771199731215,2020,New Balance
644,0.2979442866045805,2019,Nike
645,0.22995756119385907,2015,Jordan
646,0.19993507382039363,2017,adidas
647,4.7958646279923025,2019,adidas
648,1.0499186946907397,2018,adidas
649,-1.2467925666439852,2018,Nike
650,0.2314451480076427,2010,Nike
651,3.0145696568903673,2017,Nike
652,-6.833213217120247,2020,Nike
653,-2.0776877413916544,2019,adidas
654,-2.135988516849075,2018,Vans
655,1.846801497499606,2017,adidas
656,8.775454196114676,2019,Nike
657,-5.089675351729716,2017,Nike
658,1.2036701145125057,2019,Converse
659,-7.262747218632858,2017,Nike
660,2.516513092211356,2017,adidas
661,-1.7487957520523463,2017,Vans
662,-2.930492228682072,2018,Nike
663,1.7686915286941827,2017,adidas
664,4.572610749277487,2019,Reebok
665,0.06290266363031918,2019,adidas
666,-4.943025356440415,2019,Nike
667,2.0529222247819154,2016,Jordan
668,5.0479251748748055,2017,Nike
669,-8.762085079633161,2016,Nike
670,8.296534343380477,2019,Nike
671,4.13115247332735,2019,Nike
672,1.0921138644816348,2020,Nike
673,6.203158320629253,2018,adidas
675,2.231928080588967,2017,adidas
676,3.184516353768799,2018,adidas
677,-3.879040187476723,2016,Jordan
678,1.6550214662246794,2001,Jordan
679,2.0649867492213057,2019,Nike
680,9.24294577389202,2019,Nike
681,-0.07319090754554036,2014,Nike
682,-0.3240874797326534,2017,Nike
683,-4.332311069636808,2018,Jordan
684,-1.5375273316971998,2019,Vans
685,1.4036376418403134,2005,Jordan
686,1.1886654261427667,2012,Jordan
687,1.0704275130796268,2009,Nike
688,-1.262452049735704,2018,Nike
689,-3.9425734523006484,2013,Nike
690,3.9555020440880413,2019,Nike
691,2.261754978977327,2019,Jordan
692,0.8293900182472068,2017,Jordan
693,0.5287710044765916,2013,Jordan
694,6.380314607788695,1999,Jordan
695,1.6972838214577486,2015,Jordan
696,-2.055183893167086,2016,Vans
697,-3.791943146220256,2013,Nike
698,-7.218126566822997,2007,Nike
699,-3.0428446972521814,2019,Nike
700,1.04744301303789,2014,New Balance
701,-3.1350777347882373,2019,Nike
702,-4.884644868055567,2019,New Balance
703,-3.9719701494744855,2018,Reebok
704,10.846600391609847,2019,Nike
705,-4.146829677477062,2017,Nike
706,2.2666524751365693,2019,Nike
707,-3.815782507288962,2014,Nike
708,-3.62008071216529,2014,Nike
709,5.282706849787442,2019,adidas
710,-0.5065668811017418,2016,Vans
711,2.943895731283486,2008,Nike
712,3.6278945210084026,2018,Nike
713,-3.187338018001786,2007,Nike
714,-4.764284209710545,2015,Nike
715,-6.443248061692913,2019,Jordan
716,4.066973918667304,2019,Nike
717,-5.494727302207045,2006,Nike
719,-5.306262110213753,2019,Nike
720,0.4415705276689465,2017,Jordan
721,3.2771232926223903,2020,Nike
722,-1.595299256273423,2018,Vans
723,-2.561102885916272,2019,New Balance
724,3.000193669927658,2016,adidas
725,5.937693961491348,2016,Jordan
726,4.038967220310599,2020,adidas
727,0.8018906086735961,2019,Nike
728,3.8697806947789424,2019,adidas
729,1.8907338278299222,2020,Nike
730,-1.483067008292017,2015,Nike
731,-3.7316556260677913,2016,Nike
733,-5.3285963760640795,2018,Nike
734,-1.1382818292808936,2015,Nike
735,0.2726500727667151,2018,Nike
736,-0.8930235826639124,2019,New Balance
737,3.775050945169536,2017,Nike
738,-7.527479180130088,2015,Nike
739,2.979334177637513,2019,adidas
740,-3.54297543409794,2015,Nike
742,0.9619845772688983,2019,adidas
743,-2.67065399726468,2019,Nike
744,0.022300754662703575,2019,adidas
746,6.506280490327039,1999,Jordan
747,0.3345338661656502,2015,adidas
748,-4.505871931171027,2017,adidas
749,2.1712101556949244,2008,adidas
750,-0.32318594414344426,2019,New Balance
751,-4.403390915612698,2020,Jordan
752,0.7094980876578146,2018,adidas
753,10.874921033522552,2019,Nike
754,-0.01663186223650743,2018,Nike
755,-5.324155367038149,2018,Nike
756,-3.69374025830863,2016,Nike
757,-2.661525537622651,2014,Reebok
758,-5.806593237500174,2015,Nike
759,-5.206106126001583,2017,Nike
760,-2.990933279410174,2020,Vans
761,-4.991582556887484,2018,adidas
762,-1.2330673934387446,2019,Nike
763,-1.952404520864447,2018,Converse
764,-1.0780801781187215,2018,New Balance
765,-2.5033760514674377,2016,Nike
766,4.42684165565485,2019,adidas
767,3.208107762973512,2018,adidas
768,-3.7182029510347583,2019,New Balance
769,4.218022990148103,2018,Nike
770,-1.1072951325601577,2006,Nike
771,0.9028550146082016,2018,Jordan
772,0.2959220591441576,2017,Jordan
773,-4.442489370438713,2017,Nike
774,3.5292642143600075,2016,adidas
775,1.8666483643527774,2006,Jordan
776,1.6465982985639684,2016,adidas
777,1.280153190664916,2015,adidas
778,-1.6889621447908312,2018,Nike
779,0.2470052075171822,2018,Nike
780,1.0358185083465095,2018,Jordan
781,3.5232564302778924,2017,adidas
782,-1.0837369696112613,2019,Vans
783,3.461750364128926,2018,adidas
784,0.17662868249138028,2019,Jordan
785,-1.3549209407674139,2014,Nike
786,-0.7119725686675293,2020,adidas
787,4.1116747119552945,2014,Nike
788,-4.445541728355937,2019,adidas
789,12.438817533618495,2018,Nike
790,3.261639255759218,2017,Reebok
791,3.4687375270948304,2010,Nike
792,0.17757944525896005,2018,Nike
793,9.103449853554801,2018,Nike
794,0.7642193875629718,2013,New Balance
795,0.5430045309915441,2017,adidas
796,-0.7503585587741418,2016,Nike
797,3.689905232637675,2019,Nike
798,-2.9754597284481035,2004,Jordan
799,-4.338009946168245,2020,Nike
800,-4.941742110652515,2018,Jordan
801,1.064735230668167,2019,Nike
802,-7.032152907787598,2016,Jordan
803,7.8464842529374215,2018,Nike
804,6.689092198030545,2007,Jordan
805,-7.906232873360635,2018,Nike
806,-3.174720681918907,2018,adidas
807,-1.8785712129210514,2020,adidas
808,3.1748121337986435,2018,Nike
809,-6.866040706155581,2019,Nike
810,2.5206795226300867,2011,Nike
811,1.0543769074189497,2020,Nike
812,2.428360131755336,2019,Nike
813,-1.9862744047305125,2017,Vans
814,3.3954068669195925,2019,adidas
815,0.06788616044686267,2014,Nike
816,-5.324815218024666,2018,Nike
817,3.8510408521598922,2017,Nike
818,0.8359744241110739,2019,Nike
819,0.8647190987451261,2018,Nike
820,-3.1099384518118955,2015,Nike
822,1.2846407862890714,2018,adidas
823,-2.1152842850048112,2018,New Balance
824,0.4050513640649521,2018,Nike
825,-8.968223714893458,2018,Nike
826,3.782864966281773,2017,adidas
827,1.9464698508410339,2015,Jordan
