,x,y,z,color
0,-0.36844775080680847,-0.11975517123937607,0.9679158329963684,#88867e
1,0.4035846590995789,-2.639394521713257,0.9414205551147462,#c0af94
2,-2.809808015823364,1.5925023555755617,2.352602958679199,#2a2929
3,-0.587465226650238,2.572752714157104,-0.0886649042367935,#3e3f44
4,-0.9517933130264282,0.5024030208587646,0.9849277734756468,#76584c
5,0.15364551544189453,4.839522361755371,1.6528851985931394,#4c474c
6,-0.828378915786743,-0.3765924870967865,-2.430241584777832,#a39c94
7,-2.3852026462554927,1.4679594039916992,2.8759272098541255,#3b3c3c
8,0.12133074551820752,0.05421120300889015,11.864418029785154,#84787f
9,2.341105699539184,0.3942334651947021,0.4965328872203826,#8c9094
10,-0.08942090719938278,-0.3984170258045197,11.304848670959473,#c38435
11,-1.8982110023498533,3.8060798645019527,3.9111747741699214,#7e848c
12,0.39732697606086725,2.586472988128662,0.7129510641098022,#5d3d59
13,-0.18488782644271848,2.809433698654175,3.1969306468963623,#272b31
14,-1.6831309795379639,1.5055618286132812,1.889735579490662,#363c43
15,-0.5279805660247802,3.4187502861022954,-0.43126243352890015,#78737d
16,-2.729825496673584,3.250009298324585,4.033108711242676,#514848
17,2.5345532894134526,-1.2106177806854248,4.037670612335206,#675d54
18,-0.22217652201652527,0.012709602713584902,11.826001167297362,#505270
19,-0.11278376728296283,3.9235227108001696,2.4660778045654297,#474b4f
20,3.1634263992309566,0.3723155558109283,0.5900503396987916,#8d8d8d
21,6.138750553131104,5.3651413917541495,-0.8731307387351988,#c58d91
22,0.503633677959442,1.4557611942291262,0.7051947116851807,#b8605c
23,0.2861883342266083,-0.2539807260036469,11.237171173095703,#bfbdb8
24,-0.15096595883369443,2.5698468685150146,3.421384334564209,#565657
25,3.1060647964477535,-0.6882464289665222,1.7844672203063965,#bdbcbc
26,0.35307732224464417,-2.7082653045654297,1.5028542280197146,#cda699
27,0.43011134862899775,-2.3844947814941406,1.2102975845336914,#a89383
28,-2.874940156936645,-0.8109819293022156,0.1636320054531097,#858588
29,1.3577928543090818,-1.6317219734191897,0.653412640094757,#96838b
30,2.618323564529419,-0.7532656788825987,0.5436040163040161,#cac4c2
31,-0.2816842496395111,2.8500821590423584,2.6905994415283203,#4b484d
32,2.06991982460022,-1.9831552505493169,0.5424718260765075,#d3c8b8
33,-1.9203104972839355,-1.2179970741271973,0.2945057451725006,#95746b
34,4.3766183853149405,1.4891011714935303,0.8659675121307373,#595a60
35,3.442487955093384,-0.6376079320907593,0.702983558177948,#c0bdc7
36,4.4674735069274885,5.84979248046875,-5.946467876434327,#51555b
37,-1.4807062149047854,-2.6937477588653564,3.341957092285156,#99696a
38,0.9632361531257628,-1.5201894044876099,1.496331691741943,#b4aea7
39,-2.463676929473877,1.7428282499313354,2.2362809181213374,#3e3d41
40,3.632289409637452,0.10893835127353667,-0.2463195025920868,#c7b2b2
41,-0.8033389449119567,0.4671960473060608,-3.7919342517852783,#888d9a
42,-1.0256531238555906,0.021776385605335236,1.702560067176819,#3f322e
43,-0.969057500362396,0.2797355055809021,-3.1815838813781734,#4a4145
44,-1.3657736778259275,2.6788680553436284,2.8620257377624516,#606066
45,0.5068665742874146,3.169043779373169,2.4520709514617915,#363936
46,3.3768727779388428,-0.30881088972091675,1.1986862421035767,#c2c1c5
47,-1.737124800682068,-2.5512545108795166,3.201045989990234,#b16167
48,3.787537097930908,-0.6170096397399903,2.716521739959717,#b0abb3
49,-0.12843266129493713,2.765192747116089,0.048492860049009316,#555a67
50,0.8129751086235046,-1.3846532106399536,-3.154067039489746,#b1b1bb
51,5.37890625,5.452950954437255,-0.9757908582687378,#50515a
52,-2.077128171920776,-0.4958659708499908,-3.8164165019989,#a46d76
53,2.436355590820312,-1.2242641448974607,3.7946643829345694,#c3bdbb
54,2.2258734703063965,-1.0153416395187378,4.047255516052246,#5f86a0
55,-0.14297246932983398,4.891010761260985,0.9500764608383178,#4f6b57
56,3.6902093887329106,1.2061157226562498,0.588066816329956,#959ba0
57,-3.211032390594483,0.7565692663192749,0.7149037718772888,#3d3a3c
58,3.36449408531189,-0.07555542141199112,-0.4550949037075043,#b7b4af
59,-1.8474441766738887,1.290827393531799,2.733001708984375,#643d41
60,3.3250751495361333,-0.5092567205429076,1.8254759311676028,#cdcfd2
61,3.417393207550049,0.4915133416652679,0.4077295660972595,#bababb
62,3.536034822463989,0.22212499380111692,-0.6317703127861023,#949294
63,2.851895332336426,-0.9766044020652772,0.6486144065856932,#bbb8b3
64,-1.1371911764144895,2.059067249298096,3.2965738773345943,#3f3f43
65,0.22009745240211487,-2.144666910171509,-3.7020413875579834,#cec9d0
66,4.049076557159424,0.5776783227920532,-0.5122091770172119,#c6c6c6
67,-0.4952397048473358,0.21990843117237088,11.423147201538084,#34373b
68,-0.643196165561676,0.08965248614549635,2.4241468906402592,#7c7369
69,4.384191989898682,5.718257904052735,-6.088642597198487,#574c2e
70,-2.5280506610870366,2.256753206253052,2.1298587322235107,#3c282d
71,-0.5734802484512329,2.016232967376709,2.016446352005005,#56575d
72,2.3399090766906734,-0.9245468974113464,-0.040684819221496575,#c9ae9b
73,-3.0730621814727783,1.293779730796814,1.6141293048858645,#433737
74,-1.4959913492202759,-1.18072247505188,3.1922118663787837,#776867
75,-0.7105091214179992,0.5029975175857543,8.910985946655273,#a0a5a2
76,-0.3790068328380585,3.3384387493133545,-0.3271324932575225,#616165
77,4.430017948150635,1.1013509035110471,-0.10593654960393904,#b39996
78,0.30241444706916804,4.348501682281494,2.455367088317871,#362e33
79,-1.327738881111145,-3.7853043079376225,0.9090247750282288,#f2e897
80,-3.1512558460235596,1.4629095792770384,1.6680306196212766,#565658
81,-2.1721804141998287,2.495818853378296,2.20209002494812,#302f33
82,-1.0570849180221555,0.1486738920211792,3.1208631992340092,#5f5860
83,-2.8339688777923584,-1.391928791999817,-0.10681599378585817,#a59982
84,0.15790432691574094,-2.2953855991363525,1.0137819051742551,#af8b71
85,1.415543794631958,1.2465362548828125,2.003638744354248,#565659
86,-0.23844330012798304,0.84065443277359,-2.807305574417114,#31498d
87,1.4640027284622192,0.3182774484157562,-0.3952473998069763,#b7c8c2
88,4.40602445602417,1.1829057931900024,0.9095140695571902,#bbb9bd
89,-2.7443568706512442,0.06259813159704207,-3.323151111602783,#5c595a
90,-3.3051176071166988,-2.256863594055176,-0.7158311605453491,#9eacbb
91,0.5113248229026794,2.462512254714966,-0.34842050075531,#6d798a
92,2.203926086425781,-2.1180548667907715,-0.20549482107162478,#cbcccd
93,0.6334216594696045,0.5678008198738098,0.976631700992584,#727473
94,-1.121472120285034,-1.648295283317566,-1.5998462438583372,#937171
95,0.7104843258857727,-1.6859394311904907,-2.126609563827514,#d4d4d2
96,3.5148460865020748,-1.0087356567382812,2.9109389781951904,#817a75
97,1.5808570384979248,0.2258035838603973,0.450843870639801,#adb2ae
98,0.2546764612197876,4.146770000457764,2.796780109405517,#1d2230
99,0.501659870147705,-3.021608829498291,0.8297990560531616,#e1ceb8
100,4.296369552612305,0.9397378563880922,-0.16242264211177826,#b1b6c4
101,0.2270397841930389,4.404332160949708,2.3182811737060547,#393c46
