x,y,z,color
7.876690864562988,7.031132221221924,1.931551456451416,#F94144
12.781356811523436,-5.58477020263672,1.637722849845886,#F94144
13.014528274536133,6.565199375152588,12.366783142089846,#F3722C
10.769301414489746,5.752961158752441,8.55030345916748,#F3722C
8.786802291870117,0.4169322252273561,5.64246940612793,#F94144
7.054784297943116,7.5138921737670925,0.6310380697250367,#F94144
5.719086170196532,6.577994346618652,5.623610973358153,#F94144
12.439672470092773,4.931440353393555,8.304405212402342,#F65A38
12.483211517333984,4.101510524749757,7.551284313201903,#F65A38
10.50459289550781,4.090173244476318,10.166967391967773,#F65A38
9.39928150177002,2.7901198863983154,5.240783214569092,#F3722C
7.856076717376709,1.891128063201904,-5.559519290924072,#F94144
7.893209457397461,4.94425106048584,4.753589630126953,#71568F
13.69924545288086,1.8887107372283929,8.662093162536621,#F65A38
8.509538650512694,4.552864074707031,4.401324272155762,#F65A38
11.248815536499023,3.35659408569336,5.139694690704345,#71568F
9.704505920410156,-0.1589803397655487,4.022905349731444,#F3722C
6.013416767120361,4.168830394744873,3.1639885902404785,#F65A38
6.4409918785095215,6.177364826202393,4.15549612045288,#F69D3E
8.445876121520996,2.1037871837615967,6.857278823852539,#F94144
5.976442813873291,7.632174015045166,-2.917472124099732,#F3722C
8.68911933898926,8.70695686340332,0.8578336834907532,#F94144
8.974646568298342,1.3867444992065427,7.876310348510742,#F94144
8.201906204223633,7.96724033355713,5.0004401206970215,#F94144
9.606163024902344,7.643620491027835,-3.244655847549439,#F94144
10.886198043823242,2.4458942413330083,6.31642723083496,#F94144
8.43772792816162,2.589263677597045,6.797449588775634,#F94144
7.621258735656736,8.923601150512694,0.9494264125823976,#F94144
9.85459232330322,7.5112996101379395,-2.787662267684936,#F94144
14.083298683166506,-3.7800450325012216,3.800220727920532,#F94144
5.607746124267577,6.5423002243042,4.995464324951172,#F69D3E
7.784849643707275,8.61347484588623,-0.023782445117831227,#F94144
11.123311042785645,5.634491443634032,8.992597579956055,#F65A38
10.158208847045898,4.266457557678224,9.456748008728027,#F94144
8.984465599060057,4.219065189361571,6.275263786315918,#F3722C
7.073012351989745,7.340510368347168,-3.38250732421875,#F3722C
11.51238536834717,1.7282220125198364,6.851769447326659,#F65A38
-3.047814846038819,2.9818294048309326,6.035837173461911,#F94144
