x,y,z,color
8.268231391906737,1.1706278324127195,7.204650402069093,#F94144
9.428630828857422,3.717828750610352,8.725517272949217,#F94144
8.389512062072756,0.475837230682373,7.533845901489255,#F94144
9.585872650146484,4.251920700073241,6.0437493324279785,#F94144
6.24034547805786,6.221019268035889,4.814539432525635,#71568F
9.364483833312988,4.68497371673584,9.06594657897949,#F94144
7.7229857444763175,1.9342951774597168,-5.656590461730957,#F94144
8.264991760253906,1.0554271936416626,7.101243019104004,#F94144
8.078830718994139,7.711758613586426,5.512176036834717,#71568F
13.651371955871582,3.3830080032348637,9.11396312713623,#F69D3E
10.21664810180664,5.0567169189453125,7.263253688812256,#71568F
6.136212825775144,6.455360889434815,5.564345359802246,#71568F
9.837165832519533,2.4944629669189453,8.665452003479006,#F94144
10.21824836730957,4.0966830253601065,8.202675819396973,#F69D3E
12.22783470153808,5.4156107902526855,8.850076675415039,#F69D3E
11.404364585876465,5.0539207458496085,5.663280963897705,#F94144
10.978158950805664,4.537022113800049,5.02652645111084,#F94144
8.201906204223633,7.96724033355713,5.0004401206970215,#F94144
11.974007606506348,4.320268630981444,5.167017936706544,#F94144
8.087207794189451,8.89995765686035,-0.06260680407285689,#F94144
10.886198043823242,2.4458942413330083,6.31642723083496,#F94144
11.09281063079834,2.637094259262085,12.186156272888185,#F94144
9.658608436584473,5.596391201019287,6.4029479026794425,#F94144
9.658608436584473,5.596391201019287,6.4029479026794425,#F94144
15.97799587249756,5.652453899383545,3.3031291961669917,#71568F
11.779915809631348,5.05090856552124,5.2218661308288565,#71568F
5.607746124267577,6.5423002243042,4.995464324951172,#71568F
7.239979267120361,7.546746253967285,0.7602285146713257,#F94144
7.294778347015378,2.026326894760132,-6.2020020484924325,#F94144
10.95601177215576,2.639115571975708,12.06264114379883,#F94144
11.313863754272466,4.451817989349365,5.261719703674316,#F94144
12.045805931091307,4.382901668548583,9.440724372863768,#F69D3E
8.754552841186522,8.54209232330322,1.1191833019256592,#F94144
7.380938529968262,7.058401107788086,1.0983802080154421,#F94144
-1.1148539781570437,6.893373012542725,5.213418006896973,#F94144
