index,x,y,label
301,3.4117298,-7.010458,4
302,-3.9041405,-1.9201238,0
303,0.10621548,1.8539238,0
304,1.5253382,0.416183,0
305,4.413707,-6.4859023,4
306,-4.3906956,-2.2039056,0
307,4.0188265,3.829659,0
308,12.714874,-3.2213862,1
309,-4.022548,3.6479754,0
310,0.22880268,-7.4567037,4
311,1.2390785,5.0889754,5
312,-5.158448,0.5766678,1
313,-2.6422515,1.8420587,2
314,3.8134413,-8.0060215,4
315,7.4748173,-0.7865157,0
316,9.001404,-4.9137683,0
317,3.461382,-3.5766683,4
318,2.8048477,-3.6586938,4
319,-0.83951044,2.6640797,0
320,-6.790426,3.955687,0
321,-1.8019557,0.19490194,2
322,4.893008,-6.799816,4
323,1.0715427,3.6420732,0
324,0.29308796,5.6164746,3
325,-0.15666676,-7.9673448,4
326,3.553012,-7.8382626,4
327,8.82177,-5.020522,0
328,-1.4405985,4.0167184,1
329,4.9790277,6.670893,2
330,-1.8622961,0.97932196,2
331,12.738003,-3.5049353,0
332,-0.2348423,5.683224,1
333,8.827484,-5.103089,0
334,0.90186024,-8.390447,4
335,2.0153122,-2.8469923,2
336,-5.404106,-2.2244573,5
337,-1.6833549,1.7553973,0
338,-4.8340425,3.8577056,1
339,-2.0992231,2.0884223,0
340,7.8962355,-13.340759,0
341,-3.4613523,-0.5296283,0
342,-1.5913272,4.907541,1
343,-4.794278,3.6996026,1
344,4.0572968,2.6034122,1
345,1.9485054,-1.7579589,0
346,0.10210323,14.157396,3
347,6.673786,-13.19533,0
348,-0.16742086,5.7504754,3
349,1.4153528,-10.813732,4
350,-2.200467,4.558723,1
351,3.652443,-3.0527587,4
352,2.5779305,3.0984406,0
353,-2.4584193,0.776865,2
354,0.1948309,-11.78405,4
355,2.2706537,-2.0202253,0
356,0.19180822,-7.433941,4
357,-3.9671805,4.4912763,1
358,0.61076546,-8.240963,4
359,0.27401352,6.0992074,5
360,4.8201017,-3.388476,4
361,-2.9640694,12.860027,0
362,5.56174,-3.3847523,4
363,5.4291983,0.397573,5
364,-0.9877033,0.96330833,2
365,-0.93756485,8.238878,0
366,-2.4499621,3.0366106,1
367,-0.73697805,7.301435,3
368,-0.5377307,6.1176343,3
369,-4.7334247,0.3507266,1
370,-6.524463,3.5902553,0
371,-1.8143277,1.6265068,0
372,0.63460636,2.38584,0
373,-0.3573451,-1.2821274,2
374,-0.22391844,2.6956553,0
375,3.3793564,-2.220687,0
376,0.37865734,-11.279077,4
377,3.6278772,-6.170673,4
378,5.098379,-7.3407154,4
379,-9.924187,3.2386336,0
380,-0.54748726,3.3233857,0
381,1.2628231,5.03921,0
382,6.1991014,-1.4030421,4
383,1.2446804,-9.114825,0
384,-0.9703994,14.49365,0
385,0.4647808,0.030702591,0
386,-2.2773576,-2.2603061,2
387,0.059903145,4.9608855,3
388,-4.2038603,-1.9933379,0
389,-0.73302364,7.6625066,3
390,-3.9224,4.2110353,3
391,0.62911797,5.156469,3
392,6.20315,-2.3545659,4
393,-0.23269081,2.2212543,0
394,4.674819,-1.5777831,5
395,1.828022,-7.3052416,0
396,1.1066103,0.922564,0
397,-5.932966,3.068417,1
398,7.1154203,-13.201223,0
399,-0.5379319,3.8052754,3
400,-3.4836607,2.430766,1
401,5.579961,-2.5680144,4
402,3.6418095,-3.7884107,4
403,0.9463215,4.8181252,0
404,6.097085,-1.3939235,4
405,3.4780416,4.935001,2
406,-0.30111027,2.1882935,2
407,-1.5284829,-4.411569,0
408,4.1482563,-3.3471098,4
409,5.496312,0.9501219,5
410,1.31316,5.4261413,5
411,4.7538376,-7.2872066,0
412,-5.2666035,0.7565794,1
413,1.9655619,-10.933313,4
414,-0.7992768,2.0929718,0
415,2.1577253,-2.3700018,0
416,0.638422,-11.806606,4
417,-4.0761786,4.671162,3
418,0.56008816,-8.00234,4
419,-1.86798,2.1658769,0
420,3.6381836,-7.855067,4
421,0.9288235,6.203134,5
422,-3.7069416,3.8862567,1
423,1.2463913,3.150371,0
424,0.8720255,-0.3591199,0
425,5.3410587,-0.53693867,5
426,-1.7241249,0.44265938,2
427,-2.0383945,2.1442113,2
428,-0.030853748,2.2671509,0
429,-6.338085,-5.2609406,0
430,-5.6677723,-0.8405328,5
431,1.3611298,1.7663016,0
432,1.537879,2.0586529,0
433,6.7437315,-13.203455,0
434,-9.16593,-2.3227272,0
435,3.7410383,-7.920355,4
436,-1.422792,6.125115,3
437,-0.4109645,1.0275149,2
438,0.23430061,-0.17481089,2
439,1.0901213,4.7835803,3
440,3.608179,-3.678841,4
441,-4.170001,-2.6585276,0
442,-1.8933611,3.7326102,1
443,-4.0142546,4.5321383,3
444,4.6436777,-2.988461,4
445,-5.177402,0.5291338,5
446,5.962779,-2.5843792,4
447,0.78039265,3.9477344,0
448,0.89297867,1.2096376,0
449,0.4898901,3.6623864,0
450,1.0706892,-11.002537,4
451,-3.9201448,4.3070874,3
452,4.645788,-3.5472314,4
453,-3.041699,2.0006657,1
454,3.3186245,-6.410582,4
455,4.587923,-6.769833,4
456,0.87913704,3.1927686,0
457,1.2075081,-9.020912,5
458,12.885744,-3.4989786,0
459,-0.22527218,-8.824867,4
460,3.0696774,-1.0541,0
461,-3.710535,5.6102395,3
462,-8.867843,9.17207,0
463,0.42031193,2.1988983,0
464,0.574214,-7.813598,4
465,5.571824,-8.087884,5
466,-6.6184635,4.543034,0
467,7.1195927,-0.62799454,5
468,-3.8230312,0.3224926,2
469,-0.02636242,-10.609949,4
470,-4.6491213,4.236444,1
471,3.7251263,-2.9229598,4
472,-2.5255737,0.059435844,2
473,7.442725,-0.70544004,5
474,7.9128523,-13.343449,0
475,1.7179003,4.5446877,0
476,-2.4068842,3.3620381,1
477,1.2124023,3.3494792,0
478,-3.7418952,0.18597221,2
479,5.218318,-2.6391912,4
480,8.463011,-5.5035744,5
481,0.08496237,2.9503412,0
482,-6.7044506,-5.375412,0
483,-8.364601,-8.140035,0
484,-0.0025525093,5.3731847,3
485,-1.3431292,0.100559235,0
486,-2.359171,1.063138,2
487,2.164237,-2.3908036,0
488,1.0421295,-8.640188,0
489,-0.1324315,4.6259,3
490,-13.5553465,-1.7687201,0
491,-2.7333279,-0.14425707,2
492,-1.1103215,0.8252301,2
493,6.281185,-1.2469926,4
494,3.7547092,-6.6863,4
495,-2.2362719,1.8399229,2
496,-0.9859457,5.1842437,5
497,-0.9125304,7.6056705,3
498,-3.7018833,3.5498118,1
499,-0.17798519,4.8732514,3
500,-2.957666,3.3858924,3
501,-0.26350307,-8.608728,4
502,-6.4434233,0.97398424,5
503,0.533803,-10.629049,0
504,-6.5087647,4.5844035,0
505,-3.645544,-0.74299383,0
506,-5.369301,4.370012,0
507,1.0431232,0.92128944,0
508,-6.0372796,-5.4961166,0
509,-1.5421472,-0.5042925,2
510,3.3592348,-3.4875998,4
511,-1.5833588,4.933906,1
512,3.544917,-7.281665,4
513,0.765193,6.3872247,5
514,2.95638,6.139582,0
515,-3.9336312,-2.3883052,0
516,-4.1285563,5.3073716,3
517,-1.8703089,1.7674856,2
518,-0.30761003,-0.5819397,0
519,-0.17263317,1.2357626,2
520,-3.6832314,2.267685,1
521,3.4641304,-6.452792,4
522,6.0324583,-1.2457063,5
523,-0.3273363,0.73963594,2
524,-5.2008233,3.9758096,0
525,-2.872408,4.856174,3
526,0.18379593,1.5557065,0
527,-1.5227456,5.2257752,1
528,-0.9234557,8.615286,0
529,2.7705708,-0.32444525,2
530,-4.521825,-0.72042274,0
531,0.4760437,2.909627,0
532,5.4552546,-2.6874459,4
533,1.7029552,2.138031,0
534,-8.657809,9.3830185,0
535,-2.28997,4.180535,1
536,0.3927164,0.09644413,0
537,3.266243,-3.1516073,4
538,-5.649317,0.95754766,5
539,-1.6802888,5.269941,1
540,1.737236,2.0922785,0
541,3.524373,-5.867872,2
542,5.048971,-0.48829842,3
543,0.07244635,-12.48152,4
544,-2.722354,0.3072853,2
545,-8.86082,9.182846,0
546,-5.5406656,-1.4444687,5
547,0.042910576,4.1892037,3
548,1.2906933,4.604688,0
549,-0.676733,0.8689065,2
550,-1.0148149,1.7825608,0
551,4.1499443,2.8652253,1
552,-3.1125116,3.902429,3
553,-3.1916056,1.0179977,2
554,-5.259513,-9.689148,0
555,-8.4819355,-8.395727,0
556,-4.7257614,-1.3285396,0
557,-5.2051907,0.613811,3
558,2.7045765,2.8123503,0
559,-0.71733904,7.971812,3
560,-2.4788094,0.2978096,2
561,-9.252838,-2.1504605,0
562,0.03274727,5.726414,3
563,4.480139,-3.3197691,4
564,2.3159084,3.3600535,0
565,-0.7904196,4.6728463,3
566,-0.5622945,5.910073,3
567,-5.2106447,-2.0698636,0
568,4.8194323,-1.1079359,5
569,5.5813236,-3.1485047,4
570,5.519758,6.657703,0
571,0.70827675,4.2549043,3
572,-3.108008,-0.110554695,2
573,-6.4051666,0.8954091,5
574,-1.2350602,4.0678163,1
575,-0.97370434,1.7363553,0
576,-2.1353655,4.2209363,1
577,13.30088,-3.2798886,0
578,-2.324367,-1.5699484,2
579,-2.1378136,2.682466,1
580,5.1723337,-1.7145531,5
581,-9.803227,-1.5209591,1
582,-2.3325357,0.46105003,2
583,-1.5287199,5.6886325,3
584,8.982231,-4.938575,0
585,2.7630558,-3.8291194,4
586,0.45697594,-7.681404,4
587,1.1633081,-10.721628,4
588,0.45510578,-7.912567,4
589,-0.250803,0.8157735,2
590,-0.83219624,14.520626,0
591,-3.1435509,2.007616,1
592,-2.526639,5.9086547,3
593,2.7447796,-0.24916124,2
594,-2.0928926,2.2546802,0
595,-0.73259497,5.8223176,3
596,-2.3339257,0.14917994,2
597,2.6169214,3.0457482,0
598,4.6156254,-3.0982609,0
599,12.766933,-3.4566264,0
600,-9.777768,-1.5173941,1
601,-2.7315888,1.579885,2
602,-2.646976,12.64727,0
603,5.420741,2.6502109,4
604,-2.533434,12.664959,0
605,0.436697,4.6591353,0
606,0.0052165985,-12.590719,4
607,-1.1105523,-0.5627904,2
608,-2.9323268,11.2294235,0
609,-0.9069295,2.4936476,0
610,-4.8986254,3.983069,1
611,1.0440483,5.8139806,1
612,-0.05537224,-12.662399,4
613,-0.96222734,1.8087082,0
614,-11.362665,2.6673884,0
615,0.75468636,1.0351295,0
616,1.7686777,-2.6058345,2
617,-0.6670284,8.010635,3
618,4.578306,-4.1018486,4
619,-0.8164134,5.4492784,3
620,-2.0865521,4.1190867,3
621,4.623645,-1.246073,5
622,1.4099722,1.230073,0
623,3.0856905,-3.8925848,1
624,4.5467434,-6.914531,4
625,-6.532524,-5.4237247,0
626,-4.6538115,3.4372506,1
627,4.8079014,-1.6891091,0
628,7.627201,-12.858339,0
629,-6.649227,3.6968284,0
630,-6.5441866,3.5696435,0
631,-0.36350346,0.63716555,2
632,-2.586001,3.8364615,1
633,7.319521,-13.599121,1
634,-5.567663,-9.207992,0
635,-6.37615,2.1773434,0
636,7.5376425,-0.8275981,0
637,3.636918,-7.2202325,4
638,-13.5217495,-1.735676,0
639,3.0761309,-3.291386,4
640,-0.057090282,14.365917,0
641,-2.7629232,7.0748878,0
642,6.0683155,-0.30661392,0
643,-6.23217,4.755957,5
644,-0.63843536,-0.47157192,0
645,-2.263671,0.050846577,2
646,-6.0415335,-0.4857149,5
647,0.48513317,6.4285045,5
648,-2.902906,1.8851686,4
649,0.51793957,1.0933857,0
650,-3.0808249,1.8597927,2
651,7.740961,-13.272625,0
652,0.45230293,-8.404108,4
653,5.2710114,-3.4653974,4
654,5.287916,-3.1059947,4
655,1.9089422,2.6140647,0
656,-9.866338,-2.403935,0
657,-0.85219,-0.7502346,2
658,4.459915,-1.2000217,5
659,5.2009535,-8.51735,5
660,2.085761,5.03917,0
661,5.6227818,-2.5216775,4
662,0.51527023,3.01901,0
663,-3.681521,5.551602,3
664,-2.9310308,4.9353156,1
665,2.541276,-3.454273,1
666,-1.1616216,-0.6582794,2
667,-1.8543596,-2.6067677,0
668,-1.2769256,5.961987,3
669,-3.0380273,12.845751,0
670,-10.03191,-1.6773083,3
671,0.78566265,5.4030156,3
672,-4.0440483,0.9406018,2
673,6.4097204,0.99121237,5
674,-3.8535137,4.329743,3
675,1.029789,4.5257363,0
676,-5.1384172,-1.9011793,0
677,-2.2400312,-2.331703,2
678,-3.2744384,1.6910343,1
679,4.681923,-1.568826,0
680,-9.188182,-2.3289235,0
681,-1.5376287,0.8760147,2
682,-1.6912355,0.43808222,2
683,-2.333599,0.3484192,2
684,4.5511217,-3.481636,4
685,-3.3669496,1.3361058,2
686,-2.2544265,-2.2151732,2
687,-0.677516,2.9265509,0
688,0.6959839,1.7084336,0
689,4.3000746,-2.287976,4
690,-0.7928395,8.296181,3
691,5.236554,6.452228,3
692,3.2395325,-1.1251819,0
693,2.8835888,-0.43284225,2
694,8.408606,-5.592411,1
695,-2.3267493,2.903347,1
696,5.7127266,-2.996454,4
697,-0.9689994,2.7676272,2
698,4.006339,-7.731916,4
699,-0.16625547,3.2733178,0
700,3.6793575,2.4747267,0
701,-0.6182022,5.3574996,3
702,0.68913364,2.860273,2
703,-5.359479,4.154184,0
704,-0.20845461,14.064281,0
705,-0.8281522,3.6309915,1
706,5.6036034,0.068529606,5
707,1.0576811,3.1529613,0
708,1.3479576,1.9587622,0
709,6.9861383,-0.5876169,5
710,4.7592697,-2.6215425,4
711,-2.2658544,5.8522773,5
712,-0.54954815,8.257149,3
713,4.36938,-6.289487,4
714,3.116168,4.578153,0
715,0.3237362,-12.2204685,4
716,1.0660877,4.918329,3
717,4.831173,-6.7199826,4
718,-2.2779999,2.7755957,1
719,-8.886613,9.149363,0
720,-2.3754559,-1.7511916,2
721,0.5996609,5.57068,3
722,6.234685,-2.813496,4
723,-5.9155483,2.9217057,1
724,-6.4175334,-1.2911682,5
725,8.965876,-4.808806,3
726,-5.582082,-0.9592092,5
727,-1.2481599,-0.9574747,2
728,-5.6921062,-2.2656574,5
729,0.99576664,3.1851296,0
730,1.4316931,1.7614851,0
731,3.6516562,-6.755156,4
732,-3.3410134,3.673592,0
733,-8.856849,9.186649,0
734,-0.54832554,0.2782507,2
735,0.17773533,0.03147888,0
736,3.9825668,3.5924487,1
737,-6.425687,2.1515918,0
738,1.3111458,-9.710972,5
739,-6.0693665,-5.3572474,0
740,0.31857014,3.1488795,0
741,-3.273283,0.65196276,2
742,-3.8129427,2.3563962,1
743,4.5230465,-7.875395,5
744,2.5398235,-3.4783616,2
745,-4.080069,4.5111775,0
746,8.9788,-5.0486903,0
747,-2.6307387,-0.8096714,2
748,1.3778172,-4.1133294,0
749,-5.3692884,0.73241186,1
750,3.9688892,3.8479838,1
751,3.0704355,-1.0184467,0
752,-3.6509905,0.041632652,2
753,-1.2691846,14.004593,0
754,-8.892816,9.134953,2
755,-8.771656,9.273626,0
756,-0.68447924,3.254434,0
757,-2.3033524,3.9971185,1
758,0.7313709,-8.21533,4
759,3.8753633,-7.182557,4
760,4.626034,-2.7410202,4
761,-3.372723,-0.52482843,2
762,0.7104826,1.5020018,0
763,7.48594,-1.9629624,0
764,4.118104,3.9485192,0
765,-0.45313168,2.366479,2
766,0.9294424,6.2954164,5
767,-1.9051738,4.5845838,1
768,-6.7106695,4.2278705,0
769,-3.3660898,5.346665,3
770,4.012393,-8.555544,1
771,-2.2877402,-1.3040056,2
772,-0.2114749,-0.26115513,2
773,-5.080545,0.11888504,0
774,-6.8017435,-5.3253794,0
775,-3.2841568,0.90547895,2
776,0.9009247,-0.32802677,0
777,1.4649448,1.1178331,0
778,0.44690132,0.7055564,0
779,-2.4321084,0.33440065,2
780,-1.8575306,-0.9267726,2
781,-5.572423,-0.9822233,5
782,4.1513033,-3.6799984,4
783,-5.6638727,-0.88582087,5
784,3.1131468,-1.0544713,0
785,0.037730217,2.0521545,0
786,-1.1178994,2.2022505,3
787,-2.3820982,4.619511,1
788,1.0553837,3.476707,0
789,13.178171,-3.46843,0
790,6.217799,-0.36357737,3
791,7.247546,-13.623035,1
792,0.36460114,-0.06010914,0
793,-9.302624,-1.9973531,0
794,4.0978575,2.720467,1
795,0.8298998,-0.43325233,2
796,0.41220188,0.789381,0
797,-0.652431,8.757158,0
798,-3.375667,1.3676181,2
799,3.402032,5.1648717,0
800,-2.4078102,-0.276165,2
801,-2.4777484,1.8205457,2
802,0.95116615,-10.1644535,4
803,-6.020953,-10.060589,3
804,8.676567,-5.2342215,0
805,5.6557693,-8.268656,5
806,1.6801691,3.4435124,0
807,5.359991,-1.7738907,0
808,-3.346023,5.4002423,1
809,0.43940926,-8.33308,4
810,-1.3841429,3.8212695,1
811,-2.1060133,1.03332,2
812,4.9275894,-0.8775692,5
813,3.1241474,-3.0515656,4
814,-5.7444725,-0.45530796,5
815,-0.12896252,0.41427374,0
816,-8.534645,9.504286,3
817,6.6153507,-13.114969,0
818,-2.4191113,0.7540159,2
819,-4.11911,2.8578286,4
820,1.0889015,2.6474938,0
821,-2.568325,5.6797795,1
822,-3.8103726,1.8581085,2
823,4.0014353,3.9089856,0
824,-0.41153812,0.24692583,0
825,-3.1135192,12.86278,0
826,-5.690651,-2.2760031,5
827,-1.9471207,-2.716485,0
828,3.2151613,-0.23665476,1
829,0.08879042,5.4053426,3
830,-1.202333,-3.45438,2
831,4.9921494,6.7313533,1
832,-0.24226141,2.7513113,0
833,5.4841194,2.612399,0
834,-1.6720104,-0.70266247,2
835,5.8126,-8.443248,5
836,-10.031226,-2.0324452,0
837,4.71268,-1.6309869,1
838,4.5063295,-4.039087,4
839,4.1996984,2.785884,1
840,3.9874744,3.697311,0
841,-2.8678637,3.527203,3
842,-6.300833,-4.807927,0
843,5.4171247,-3.4559495,4
844,3.7910566,2.4567752,0
845,-1.562614,-4.4882793,0
846,-2.2485628,1.5665565,2
847,-5.3133755,-0.19469833,5
848,4.0798798,-2.0530396,0
849,-1.8049097,3.0866427,1
850,0.6687021,2.7009993,0
851,-0.3731699,-8.15482,4
852,-6.0764866,-0.49397945,5
853,2.010623,-11.560209,4
854,3.4902315,-2.9258857,4
855,3.8100214,-7.8795605,4
