x,y,z
8.71747,9.506992,0.30334958
13.699245,1.8887107,8.662093
8.509539,4.552864,4.4013243
6.136213,6.455361,5.5643454
9.674172,0.73256105,7.579301
10.8649645,2.6386333,5.426541
7.7069035,1.898895,-5.691673
9.125382,-1.326369,-1.8495647
9.825997,1.5539397,6.0913854
11.248816,3.356594,5.1396947
8.332567,8.092746,1.2566243
8.65047,8.367719,-2.2849667
6.6779675,5.5705714,4.3311896
10.4374485,3.421856,5.9582505
15.909464,5.6748433,3.3013499
9.381553,3.2498918,5.3570557
10.095405,8.345655,7.2495055
9.837166,2.494463,8.665452
9.483365,0.56564116,6.800321
6.2775507,6.857565,4.817619
13.448215,-4.754433,2.720862
12.616674,4.792014,4.605924
10.774536,2.6605597,11.529474
9.102994,9.461769,0.7660152
6.5679326,5.863324,4.1547093
10.218248,4.096683,8.202676
6.4922595,5.8196254,3.9892004
9.958769,0.8031272,7.1104198
9.704506,-0.15898034,4.0229053
8.017464,5.057163,6.377664
7.176615,7.199202,-3.267155
11.141518,6.20307,5.2815104
7.29797,7.836518,-3.0654066
7.598133,7.5484514,0.8796163
12.227835,5.415611,8.850077
6.2645063,8.124979,-3.228253
9.798183,1.3446783,5.3966346
9.71097,3.936169,5.448467
11.404365,5.0539207,5.663281
9.682554,4.9837527,6.0682755
6.013417,4.1688304,3.1639886
9.3665495,12.963662,6.517414
6.2234864,8.527216,5.8629436
11.250854,4.0334926,8.105278
15.814963,-4.2700753,4.980169
6.440992,6.177365,4.155496
8.498039,9.806066,0.24806568
11.535353,9.956074,11.239859
10.266781,5.072582,8.759891
6.1046543,8.587108,5.7603483
12.913609,-5.797909,1.9877071
10.01978,4.35211,8.403911
7.9227276,8.817056,-2.5858731
8.445876,2.1037872,6.857279
13.685349,8.408772,2.253271
8.404692,9.534559,-0.333499
9.085815,9.162613,0.96858263
5.976443,7.632174,-2.9174721
12.497706,4.8658857,6.863587
7.953118,2.3920875,-5.8143
12.677835,3.9784727,7.7882476
6.239568,6.0610704,4.1640925
7.0755515,7.2811594,-3.305266
8.348121,8.871202,0.2547517
7.9255176,8.843131,-0.057716653
11.853105,5.966986,9.780708
6.2676277,6.068591,3.9905584
9.966543,6.400719,17.02594
10.462139,3.617352,7.0432706
8.4936905,4.7659225,4.8439603
10.978159,4.537022,5.0265265
15.129061,1.6433389,0.98865247
12.628671,4.8751183,5.3364196
9.380468,12.969589,6.4644165
9.142676,1.0196977,8.614894
15.117783,1.7834918,1.004166
-1.4911002,7.104922,5.1604548
10.63666,5.7374673,8.566804
8.619863,2.6736572,7.6356926
9.602425,2.4196017,8.312167
7.135913,7.5706806,-2.5141096
8.674998,2.200032,8.414078
8.197293,4.7459693,5.885102
9.559103,0.28200898,4.2169495
6.1110206,6.916636,-1.4581773
9.328978,2.0382402,8.196523
12.9174795,4.20767,5.1986113
9.969546,1.6639304,5.365614
8.419721,4.762253,4.8056664
9.976097,5.0447083,9.002605
8.2052765,8.236741,-3.2031922
8.689119,8.706957,0.8578337
8.974647,1.3867445,7.8763103
7.963748,1.495583,1.3291916
8.282927,1.3856515,1.6233526
7.9828415,7.649454,5.4221478
10.629602,0.6444178,7.9369946
12.806053,4.3847833,4.851117
8.201906,7.9672403,5.00044
10.672041,5.1954045,7.8733997
11.974008,4.3202686,5.167018
9.465815,2.4569628,7.691074
10.102223,4.8285637,6.8398356
7.9070983,2.3519764,-5.8411427
7.98494,7.2482853,5.0016522
11.54064,4.8437266,6.5001173
8.706701,8.477249,1.248653
12.712628,4.370207,7.794208
11.322287,0.67809534,7.7757874
10.474745,2.997093,4.498209
9.606163,7.6436205,-3.2446558
13.152717,7.0982065,12.0357065
7.4763784,4.624404,4.5291033
8.276794,8.179259,-3.2379363
8.237975,2.0454586,7.36257
7.0722413,7.440897,0.637526
12.526906,4.5501394,8.204786
10.492514,7.0476546,7.3112364
9.128416,3.8823147,7.6763973
10.133634,-0.06903712,7.706825
8.335303,8.789573,0.25290892
8.087208,8.899958,-0.062606804
10.013191,8.360488,7.3885503
8.597041,-0.96459836,-2.0270333
11.527257,3.9265213,9.587586
10.886198,2.4458942,6.316427
7.9476557,1.8945508,-5.481833
8.949539,3.7372775,9.350122
10.11618,5.9658346,17.469854
11.092811,2.6370943,12.186156
9.859594,5.6777763,6.4181395
13.196784,7.207883,12.043037
9.658608,5.596391,6.402948
11.2631855,5.6316204,7.56013
8.655282,1.5077397,6.2478776
10.906596,2.5330014,5.4572983
7.0003448,2.0899754,-6.4607887
6.0936103,6.4705844,5.675644
10.766463,5.2032504,7.904912
8.160931,7.864693,1.5170517
13.112971,1.406822,8.5728655
8.339907,2.5041275,7.617723
10.168749,0.9900295,8.802382
7.316938,8.279675,0.89742017
13.561026,1.8529526,8.694973
16.746008,4.9664254,2.1604407
-1.1763973,7.255131,5.09373
12.087974,3.7874649,5.9300594
10.043157,7.466938,-2.288583
10.999829,4.642299,9.296327
12.51143,4.119687,7.9497113
10.396463,2.5976305,5.716264
8.825892,8.674216,1.1050051
6.4352293,8.456763,5.969195
6.6655736,2.094095,-0.040650014
6.834174,5.9504967,3.6359565
6.8664517,5.305959,3.8513222
8.437728,2.5892637,6.7974496
16.519817,4.9018583,2.6914306
9.76415,1.3421744,4.863141
7.6212587,8.923601,0.9494264
9.683174,3.1187186,9.138555
9.164779,4.7823806,9.007668
9.854592,7.5112996,-2.7876623
8.735424,8.450747,1.2796476
6.711563,1.9619498,0.09904881
9.441557,4.033635,6.7538433
12.908978,7.2403774,11.6059475
9.659432,1.4632521,5.708877
-1.0125196,6.970257,5.094227
9.463951,5.1534023,8.370941
6.666411,1.8555233,0.081062935
9.127231,8.276039,-2.3580256
7.2974715,4.78758,4.411708
13.904353,3.1263833,9.179505
10.97961,2.375077,6.8454347
12.311419,4.2623625,4.8821154
11.22565,2.6952608,5.2928123
7.9371786,1.8804153,-5.4820647
11.333085,0.9577974,7.136998
9.635276,5.2567945,6.581508
12.096569,4.480169,4.61682
15.977996,5.652454,3.3031292
8.466583,4.734167,4.738802
12.654253,-5.612036,1.5478189
6.996897,2.147277,-6.495894
11.043802,5.4515944,8.123603
6.641112,7.2475357,-2.2423015
9.825491,4.9123864,6.0019526
7.199383,6.5891356,3.3439593
8.097499,0.478839,10.978895
10.07077,1.6581652,5.4521365
6.0233674,7.5395703,-3.5849867
8.287886,4.987756,4.742134
10.102968,7.5221014,-2.25931
11.779916,5.0509086,5.221866
9.533733,8.369137,-2.478922
10.76082,5.5992365,8.466876
6.0360394,6.3506784,4.5133033
14.083299,-3.780045,3.8002207
5.607746,6.5423,4.9954643
9.989089,8.01458,6.652216
8.891694,1.6053586,6.5746274
12.047892,3.1766515,10.008747
9.274046,3.452902,5.5717964
11.592538,3.95616,9.588262
10.650999,5.5743833,8.200172
12.589381,3.3123193,7.8288403
16.459831,4.771318,2.442608
10.904447,2.2065268,6.5678678
8.462797,2.090599,8.402103
8.673915,-0.491979,6.943579
9.906602,2.8290477,7.8727145
7.34824,6.498296,1.8766307
6.437723,7.302962,-3.2545702
7.2399793,7.5467463,0.7602285
7.7903028,8.950106,0.14439641
15.084829,1.8121432,1.0390937
9.029603,3.0149415,7.201449
9.525178,4.195763,9.729614
7.061976,7.4919157,5.831443
8.385997,8.436121,-2.2442014
12.787995,-5.8584576,2.650237
9.193698,0.21569207,8.158874
9.27967,0.11479212,4.0379148
10.326291,4.489907,8.656233
13.303746,1.6771853,8.631854
11.828653,3.7390819,9.869418
12.2007475,4.1005087,6.218978
8.933111,4.2468653,9.130046
6.2050056,7.0838113,5.8152504
8.479857,2.8727412,7.479066
8.055393,7.9118276,4.4678245
7.2666693,6.4802976,1.1082176
9.914729,1.2305773,8.238054
16.258497,5.416609,2.100405
7.2947783,2.026327,-6.202002
8.95946,3.8767667,7.4924254
9.945248,3.0731266,5.0012474
6.094041,6.441172,5.5887747
6.5215025,5.674779,4.1359735
9.04248,4.002121,9.381373
7.015648,7.065814,6.2131734
10.956012,2.6391156,12.062641
8.839778,2.6002913,7.6851797
15.44044,9.779458,9.339552
6.514432,6.1195936,4.2602725
9.94774,7.6353436,6.7924843
10.182951,4.9376774,9.5160055
7.7848496,8.613475,-0.023782445
12.706607,4.169635,8.0008335
6.265968,7.3411927,-1.8599112
8.39343,2.0935514,6.758724
7.9723387,4.8811107,4.8201714
6.245013,8.115787,-3.22979
12.339621,4.362608,6.4456024
9.712576,8.166217,-2.3517632
11.042315,2.6868122,6.8462014
8.764853,8.506446,1.2340771
11.123311,5.6344914,8.992598
11.313864,4.451818,5.2617197
9.6565075,2.6302333,9.163607
10.565238,0.6506836,8.113501
8.378304,7.9564476,5.5285754
9.730985,1.3090936,6.5806437
9.782957,2.5433464,5.721346
8.542636,2.288278,7.6013045
11.627776,10.288571,11.277877
12.045806,4.3829017,9.440724
8.541777,1.3713057,8.918157
8.582419,1.6234055,9.093245
7.0694885,2.0217507,-6.3872294
13.332221,7.8463507,2.0757334
8.754553,8.542092,1.1191833
10.850313,5.356536,7.7809205
8.433385,1.3382543,7.1626244
9.244127,0.15689206,7.8363914
10.158209,4.2664576,9.456748
6.585918,5.7282076,4.2638235
13.904511,1.5282737,8.626394
8.984466,4.219065,6.275264
12.300081,4.3771663,6.39433
6.2814584,6.140353,4.9007983
12.725305,3.8205092,8.106149
5.8834543,6.62621,5.875252
9.807917,3.4502237,8.881318
8.5471525,1.0399413,8.382708
9.221226,3.160853,8.678948
6.604377,7.0508046,-2.4330463
12.218622,4.2353735,6.2330737
6.0503197,6.118326,4.484761
9.253067,2.3651094,5.0657325
7.3809385,7.058401,1.0983802
7.661171,8.530372,1.0217779
9.397069,2.7287214,8.826089
8.523508,8.463536,-2.3138704
-1.114854,6.893373,5.213418
9.382766,7.873292,-3.3669355
7.746321,1.5959105,1.1345326
12.106377,5.058902,5.9391656
9.976316,6.3509007,17.079147
8.256067,3.5406659,7.5979576
9.719878,7.9670844,-2.255112
8.301797,9.696754,-0.2864546
15.99632,4.929356,3.4355497
6.871944,8.202103,6.180677
11.528091,1.8788658,6.7567306
7.0730124,7.3405104,-3.3825073
12.208627,4.8772407,4.7245727
7.1734405,6.68648,3.4289658
10.176793,1.4991311,4.20588
6.487184,8.456392,6.037754
7.8817453,1.8882459,-5.534474
10.484934,3.719147,9.627633
10.104211,3.5969381,5.994523
9.939453,2.6998744,9.003486
11.512385,1.728222,6.8517694
6.160452,6.298026,5.3258257
6.356781,1.447606,0.54142547
8.600373,2.7376146,8.022905
11.849349,10.423341,10.9772415
9.186711,12.533359,6.5840335
9.505365,4.750792,8.721213
9.4588175,0.87895036,6.042859
9.458385,1.9295106,6.087801
7.9467835,4.8676353,4.8315883
8.937697,8.310262,-2.2724056
9.9320545,4.193668,8.255988
-3.0478148,2.9818294,6.035837
10.698222,0.99363524,6.846219
8.974643,1.5021565,6.702076
7.1603847,7.5363455,5.8684626
7.738566,7.8320756,0.97158766
10.529452,2.5778635,4.8913035
9.265843,12.042207,6.7056746
11.821319,3.7108054,9.693373
11.1084175,4.158353,5.106543
10.037446,4.467713,8.326075
10.932204,3.6411798,6.055774
9.578898,7.7620726,-3.1725593
10.604165,8.298284,7.2192726
6.9652724,7.9547887,-2.98642
15.998485,5.031832,3.4916224
11.472446,1.1435069,7.7076554
12.88963,4.1567955,5.163562
9.658453,1.2306652,8.269401
11.244509,10.430739,11.391775
10.001769,0.50255483,5.7065787
6.885399,5.8269496,3.69882
9.780141,5.218256,6.298847
8.33495,8.055505,1.3019751
10.991289,5.907494,8.859719
9.549085,3.590215,11.606217
13.534504,1.3049242,8.693653
12.575715,4.740905,6.7669206
10.053132,2.748979,5.816384
8.855581,0.014325203,7.0875435
8.331895,1.4738348,7.408054
9.739174,3.0399783,5.003981
7.4819593,7.375631,0.9171249
7.2408543,7.5227766,5.6970043
8.973391,1.0710803,7.3175235
12.579596,4.039575,5.01759
11.657758,4.226749,7.200797
8.170478,2.465256,7.779091
9.8028965,5.6912923,6.7864122
12.375321,2.9806023,10.463758
7.7962527,1.0672797,1.7372024
12.724456,2.503248,7.996085
9.407524,2.4736032,8.433732
6.0472383,6.353573,5.4324284
8.790422,1.4926354,9.319212
9.966361,6.5746784,16.843143
9.681133,4.452588,5.9991064
9.344675,0.31700924,7.9758415
7.0851493,5.8654375,3.949452
12.6894655,4.465637,7.868832
10.070261,5.6488514,6.4915824
8.796399,1.4410813,9.29392
7.019938,7.335349,0.5819513
8.397807,7.8446827,5.433218
5.549363,7.9594803,-3.8727198
9.98927,1.762597,4.325656
9.975727,6.3606615,17.054804
13.31189,3.745842,8.983536
9.707658,3.8673968,8.433816
10.302365,3.9185846,9.303876
9.215996,1.2686647,7.089087
9.942182,2.3931048,7.138772
16.105602,5.729204,2.87525
11.08189,3.7196054,6.416654
9.577792,1.8361592,4.8583145
9.073396,-1.2939767,-1.8713322
9.2707815,12.7837305,6.5662713
13.191697,2.5441444,8.517721
12.493218,4.2016625,7.9863286
7.991428,0.35489923,10.853669
12.011931,3.5217135,10.11195
10.483922,1.3334035,6.553496
13.229528,7.8711643,2.2002664
8.958381,4.3689294,9.057878
6.300689,6.2577868,4.3646584
8.102677,0.80626744,11.116658
9.368286,4.4111648,7.7304688
10.683811,5.311227,8.227101
13.7951565,2.958389,9.040671
8.216319,7.970359,4.8168287
5.9519825,6.542903,5.2259774
13.204842,7.2465873,12.027409
10.106743,3.807979,8.96495
10.603941,1.0613649,7.3265076
11.568602,8.367382,7.3072248
9.275673,4.0393224,6.7744646
10.140295,2.2776716,7.1663246
9.769729,4.229,6.2229943
-1.4993149,6.9297805,5.282001
9.769818,0.24830875,4.4239755
9.139777,3.4788518,5.524419
7.167046,6.9103737,5.6383452
13.301124,8.362937,2.9591866
10.251805,1.4298012,6.254586
10.788109,5.401394,7.6392074
6.6605163,2.084474,-0.03863323
6.751842,5.2494144,3.680251
9.859167,7.838612,-2.2969282
6.756482,7.2038975,-2.3753638
9.895544,8.044807,-2.4299421
8.29408,1.0057714,7.22296
12.769469,-5.7860365,2.5048351
9.356895,2.731368,5.3547983
11.47432,5.366273,6.994282
7.700886,1.1725161,1.8397955
10.448307,3.0102167,4.531247
10.449997,5.4307404,7.9369645
10.280809,1.2529832,4.84612
8.102866,0.4062722,10.922492
6.3105893,6.2686124,4.705773
-1.0832509,6.9664664,5.188858
13.330979,8.376893,2.9928
10.60064,2.2183063,5.0437346
14.177706,-3.6499443,3.4062467
7.864375,5.389966,6.690659
14.14387,-3.6748226,3.300259
10.248992,4.068696,8.839352
5.408658,7.922405,-3.981297
9.216475,-0.11490517,6.3779154
15.735025,-4.1966457,5.017617
8.658605,2.4919245,6.734049
12.365382,4.669595,4.51482
11.012417,5.163709,9.093854
5.317351,7.8821635,-4.046806
10.695939,2.4451895,7.238634
10.009544,6.2386184,17.19293
7.6747074,3.322973,6.911931
7.507545,4.5987883,4.502592
12.061062,3.4906294,10.150772
6.2879972,6.1419063,4.6977677
10.4743805,5.0988603,7.9738846
9.975511,4.213672,6.32703
7.937498,7.7624135,4.7826715
7.4812107,3.604109,7.1426144
6.822915,5.3340955,3.8827538
7.5842314,8.47613,0.41564947
11.798344,10.394827,11.088134
12.038663,4.1779003,4.7285457
7.309553,7.044809,5.3501844
7.8256154,2.2973034,-5.8897476
16.49738,4.8220453,2.5258248
16.452608,4.755256,2.3470366
8.775483,1.015998,7.229432
9.782231,4.204149,5.65365
7.2951345,1.7442386,-5.764988
8.762262,-0.9133212,-1.6834977
8.006527,0.7677829,11.287492
6.375938,8.4618635,5.946942
8.228101,8.034005,1.1750429
-2.9625869,3.075532,5.9420624
7.1416025,5.696695,4.0711675
12.798111,-5.60739,1.7194047
11.157168,6.207925,5.2889724
7.6805005,6.624652,6.834303
15.845098,5.3840675,3.5296183
8.478255,-0.017815774,6.8575954
10.075696,1.3801475,4.265296
12.336206,5.0752587,9.328643
10.624744,6.21752,8.209375
11.004976,2.531631,5.521307
8.466873,1.042529,8.069662
9.321398,2.6304343,5.2123713
7.7507696,1.9125288,-5.6806536
9.63179,8.398891,-2.7014925
5.8087735,6.3034444,4.697567
5.8525786,6.7442117,4.847677
10.174422,1.7105083,9.369349
13.615733,8.442261,2.1497052
9.805665,-0.14148308,6.893581
7.784373,7.5025206,4.9856987
8.582757,9.866862,0.34255856
10.446476,4.0117865,10.157516
6.168217,6.5078697,5.6683083
9.611587,2.6163845,8.391698
12.036532,5.194081,7.218612
11.249077,5.41383,6.4031186
7.061206,5.035724,3.8804793
9.137597,-0.21158765,6.317693
8.579411,0.240065,3.9301443
10.355015,5.187813,7.2602477
14.128408,-3.7875595,3.8465395
13.414939,8.525949,2.888177
9.692198,4.7918453,9.332996
8.789238,0.41786507,5.6418996
9.978142,8.40315,7.370115
12.175782,4.184202,6.302658
9.849801,4.359118,9.197745
13.650125,2.7811766,8.866992
9.193439,0.15445086,4.000447
9.349505,2.43123,5.0694466
8.062515,7.911025,4.385497
13.273374,7.812185,2.1648602
8.831553,1.5550787,6.200996
9.782617,1.1809363,6.511742
10.010827,1.4480278,5.280269
6.1595163,6.177038,4.3943405
9.432602,2.1759183,4.884992
9.316023,0.16347912,4.062422
8.77095,2.8530865,7.1461706
7.7715397,3.466634,7.4392204
7.5155673,7.3279047,4.190583
12.2043085,3.3204062,10.299874
13.144077,6.881482,11.715818
7.468738,1.666314,0.9357999
7.9221997,1.0052084,1.5640838
6.3329787,1.3840337,0.5854578
10.3678255,3.8131063,4.944736
5.975112,6.686221,5.3430786
8.68337,2.6839826,6.7705474
8.508467,8.578065,0.90949947
9.123696,3.1239586,7.8388443
16.163565,5.375597,3.4304488
10.359619,4.964459,8.133823
9.780797,2.2446718,8.48345
12.7805395,4.009822,5.1783586
12.409426,-5.7592525,1.8179915
9.444059,3.4421532,7.2059026
8.69682,7.7913404,5.959347
8.641028,2.6553888,8.956603
8.523853,1.5480787,8.904353
6.963686,8.136498,6.200295
6.5099506,6.8466573,4.6133056
11.100386,5.8315377,6.9925656
12.207302,3.4567068,10.358511
7.321574,8.282469,1.0560098
10.917015,2.5726848,11.607106
5.769132,8.004167,-3.620183
10.1965,4.4127655,9.410705
7.5583496,8.823858,1.0602452
9.556717,3.31748,5.800491
9.984199,6.336735,17.091917
9.686603,0.17224248,4.268428
9.190141,4.6127324,9.242143
5.5391574,6.812963,5.896141
16.43612,5.368554,1.9881827
12.155037,6.0334463,9.932269
6.7782774,2.2385936,0.101170264
12.780472,4.1445165,9.006586
9.5113945,-0.40071484,6.2399645
13.848176,3.506049,9.333527
9.808117,2.8413432,8.868254
8.573026,1.3027005,8.916634
7.86224,7.868097,1.2760297
11.483236,3.6444042,6.5930533
9.96109,6.3945456,17.034708
8.876862,0.82923836,6.787292
9.371072,0.33203125,7.7681427
16.526678,5.3637824,2.2415528
7.9295397,0.75264937,11.38838
7.8979206,8.581891,-2.7464178
11.377987,10.326331,11.3753
8.813475,3.045396,8.13985
11.008918,1.9054246,6.453297
9.908259,3.0880754,4.926128
8.48238,8.976537,0.41166255
7.1568494,4.920148,3.9230843
12.406841,4.160016,6.471073
6.6057854,1.9735807,-0.022934627
10.623089,0.38985667,5.876528
5.9562826,4.148001,3.1446342
12.629773,4.3669815,8.047566
16.491123,5.350536,1.9955014
7.611819,1.5531353,1.2109625
11.521829,1.4545096,6.84964
12.613749,-5.434199,2.8452
9.997421,6.3267055,17.085974
9.962027,6.4535685,16.971376
8.869143,3.1544542,7.047231
9.596286,4.2631345,6.0140653
9.522778,8.32535,-2.3761446
8.139721,8.221693,1.0727644
6.4811554,6.7014513,4.533198
11.204852,0.99356973,7.088575
10.47445,2.246551,7.553157
5.528515,7.7870364,5.0911627
16.71768,4.854501,2.1979218
9.578886,2.5402212,7.476665
11.640065,5.354223,8.991783
9.699054,4.8848953,6.2761483
16.140642,4.9064894,3.145429
11.781342,5.113194,6.292591
10.33589,5.6997538,6.2390532
9.839529,0.44798014,4.521655
9.386692,0.30302992,7.2905617
8.098099,-0.1372336,10.432204
11.900386,10.419936,10.8760395
9.575461,1.7323111,4.79769
10.593405,0.7581826,8.159041
7.366808,3.69941,7.0455036
9.305726,0.75866294,8.315237
10.05017,1.2561562,5.8537593
10.102653,-0.09662075,5.946099
12.527556,4.2093987,9.071442
6.2985477,5.948378,4.0721416
12.230261,4.4039626,9.336081
7.6838193,1.5868478,1.1031964
8.257959,2.2778633,7.7290196
10.788795,2.8847528,7.363302
10.168422,4.830808,6.0533137
9.797552,2.885522,8.930306
-1.2592146,6.685249,5.509248
7.678693,6.843316,6.607999
7.2781396,1.7696286,-5.73775
9.307582,0.16785854,7.9665346
13.017878,8.031173,2.2962377
16.062601,5.692561,3.0996022
10.627927,0.6398404,8.020552
8.522216,0.7894689,8.0126095
12.461541,3.1746502,10.64139
9.442857,2.1545174,4.895369
11.093643,2.891032,12.118163
10.077023,1.0409565,4.8669505
10.6702,2.4501762,6.1924467
7.3061495,7.7007737,-2.6429367
5.0371733,10.221083,-0.05767648
6.5680947,1.6601014,0.29180694
8.369423,9.901313,-0.148371
10.096119,2.5375657,9.679114
7.077805,6.653301,5.9004135
11.37665,5.182904,5.5927525
9.733785,8.51556,-2.6807504
8.883788,3.9104486,6.542142
9.985525,1.869494,5.935129
8.31769,7.9757657,5.0438647
7.183312,5.696658,4.2192206
12.348891,4.7705216,8.905884
8.37022,0.5693638,7.3339205
10.016597,6.6469235,16.760027
7.0424438,2.2006662,-6.4733977
10.230338,1.705345,5.9528
11.490463,3.3328526,4.816732
9.48991,2.0066438,8.770349
11.432928,5.654046,7.200276
10.039385,2.7011838,4.9860888
16.616947,5.079558,2.1161928
8.380851,0.4396061,7.093238
14.178842,-3.8177578,3.866745
13.849174,3.4943736,9.329137
8.606733,0.10937477,3.831964
7.5185685,1.0326324,1.257078
9.5543585,4.8446097,8.815968
8.104876,-0.9071287,5.818321
12.907234,7.301678,11.663658
9.00374,2.8806915,7.6669617
7.8559856,5.4448624,6.694485
9.835022,-0.06473222,5.9085994
8.380753,10.167425,-0.014725666
13.524667,8.517386,2.5196443
8.124419,7.8575816,4.3724985
6.3025293,6.128804,4.5698647
16.050692,5.775356,2.928855
16.557652,5.217032,2.2076554
10.972988,3.6519632,6.318721
11.643617,9.868956,11.113221
5.544048,6.5254674,4.8686585
15.95466,5.4948745,3.5013492
15.38802,9.726887,9.288011
10.448419,2.2540643,5.5459704
12.809897,4.032859,8.355861
7.413161,7.2017083,4.269726
9.1092,3.4009025,6.107857
